Time,Subsystem 22,Subsystem 29,Subsystem 30
1,0.000000,0.000000,0.000000
2,0.000000,0.000000,0.000000
3,0.000000,0.000000,0.000000
4,0.000000,0.000000,0.000000
5,0.000559,0.000112,0.000000
6,0.000559,0.000112,0.000000
7,0.000559,0.000112,0.000782
8,0.000894,0.000112,0.000782
9,0.001006,0.000223,0.000782
10,0.000894,0.000223,0.000782
11,0.001453,0.000335,0.001564
12,0.001341,0.000335,0.002347
13,0.001900,0.000447,0.002347
14,0.001788,0.000335,0.003129
15,0.002347,0.000447,0.002347
16,0.002235,0.000447,0.003129
17,0.002794,0.000559,0.003129
18,0.002682,0.000447,0.003911
19,0.003241,0.000559,0.003129
20,0.003576,0.000559,0.003911
21,0.003799,0.000670,0.004693
22,0.003911,0.000670,0.003911
23,0.004246,0.000782,0.004693
24,0.004582,0.000894,0.005476
25,0.005029,0.000894,0.005476
26,0.005364,0.000894,0.006258
27,0.005587,0.001006,0.006258
28,0.005923,0.001117,0.007040
29,0.006370,0.001117,0.006705
30,0.006928,0.001229,0.007040
31,0.007040,0.001229,0.007822
32,0.007152,0.001341,0.007822
33,0.007599,0.001341,0.008605
34,0.007822,0.001564,0.008605
35,0.007934,0.001453,0.009834
36,0.008381,0.001564,0.009387
37,0.008605,0.001676,0.010169
38,0.008493,0.001676,0.010616
39,0.008940,0.001676,0.010951
40,0.009163,0.001900,0.011734
41,0.009275,0.001788,0.012181
42,0.009610,0.001900,0.012181
43,0.009275,0.001900,0.012628
44,0.009722,0.002011,0.012628
45,0.009834,0.002011,0.013075
46,0.010281,0.002123,0.013075
47,0.010281,0.002123,0.013522
48,0.010616,0.002235,0.013522
49,0.010616,0.002235,0.013969
50,0.010951,0.002347,0.013969
51,0.010951,0.002347,0.014416
52,0.011287,0.002458,0.014416
53,0.011622,0.002458,0.014080
54,0.011734,0.002570,0.014527
55,0.011957,0.002682,0.014527
56,0.012181,0.002682,0.014863
57,0.012069,0.002794,0.015310
58,0.012404,0.002905,0.015310
59,0.012181,0.002905,0.015757
60,0.012516,0.003017,0.015757
61,0.012851,0.003017,0.016092
62,0.013186,0.003129,0.016539
63,0.013522,0.003241,0.016986
64,0.013745,0.003352,0.017433
65,0.013969,0.003352,0.017880
66,0.014192,0.003352,0.018215
67,0.014416,0.003352,0.018662
68,0.014304,0.003352,0.018662
69,0.015421,0.003576,0.019891
70,0.016539,0.003799,0.021121
71,0.017656,0.004023,0.022350
72,0.018774,0.004246,0.023579
73,0.019891,0.004470,0.024808
74,0.021121,0.004693,0.025591
75,0.022238,0.004917,0.026820
76,0.023356,0.005140,0.028049
77,0.024473,0.005364,0.029278
78,0.025591,0.005587,0.030508
79,0.026820,0.005699,0.031737
80,0.027937,0.005923,0.032966
81,0.029055,0.006146,0.034195
82,0.030172,0.006370,0.035425
83,0.031290,0.006593,0.036654
84,0.032407,0.006817,0.037883
85,0.033301,0.007040,0.039112
86,0.034419,0.007264,0.040342
87,0.035536,0.007487,0.041571
88,0.036654,0.007711,0.042800
89,0.037771,0.007934,0.044029
90,0.039001,0.008158,0.045259
91,0.040118,0.008381,0.046488
92,0.041347,0.008605,0.047717
93,0.042465,0.008828,0.048946
94,0.043694,0.009052,0.050176
95,0.044812,0.009275,0.051405
96,0.046041,0.009499,0.052634
97,0.047158,0.009722,0.053863
98,0.048388,0.009946,0.055093
99,0.049505,0.010169,0.056322
100,0.050734,0.010393,0.057551
101,0.051964,0.010616,0.058780
102,0.053193,0.010840,0.060010
103,0.054422,0.011063,0.061239
104,0.055651,0.011287,0.062468
105,0.056881,0.011510,0.063697
106,0.058110,0.011734,0.064927
107,0.059339,0.011957,0.066156
108,0.060568,0.012181,0.067385
109,0.061686,0.012404,0.068614
110,0.062915,0.012628,0.069844
111,0.064144,0.012851,0.071073
112,0.065709,0.013075,0.072302
113,0.066603,0.013298,0.073978
114,0.068056,0.013522,0.075208
115,0.069844,0.013857,0.076437
116,0.071185,0.014080,0.077666
117,0.072526,0.014304,0.079678
118,0.074649,0.014639,0.080907
119,0.076213,0.015310,0.082136
120,0.077331,0.015533,0.084595
121,0.074649,0.014863,0.080236
122,0.071743,0.014304,0.076660
123,0.069061,0.013745,0.073420
124,0.066156,0.013410,0.069844
125,0.063586,0.013186,0.067162
126,0.061574,0.012739,0.064591
127,0.059227,0.012181,0.061686
128,0.059116,0.011510,0.058333
129,0.058333,0.011063,0.055763
130,0.056322,0.011287,0.053416
131,0.055875,0.010840,0.051181
132,0.054981,0.010728,0.049170
133,0.054422,0.010504,0.047270
134,0.054422,0.010393,0.044700
135,0.054087,0.010281,0.042688
136,0.053752,0.010057,0.041124
137,0.053193,0.009722,0.040118
138,0.052522,0.009722,0.038889
139,0.051405,0.009834,0.038330
140,0.050623,0.009499,0.038107
141,0.049617,0.009163,0.037436
142,0.049617,0.009052,0.036319
143,0.049393,0.008940,0.035425
144,0.048276,0.008605,0.034978
145,0.048164,0.008381,0.034307
146,0.047717,0.008381,0.033748
147,0.047047,0.008046,0.033637
148,0.047047,0.008158,0.032743
149,0.046376,0.008269,0.032519
150,0.045706,0.008381,0.032519
151,0.045706,0.008158,0.031960
152,0.045370,0.008158,0.031849
153,0.044923,0.008046,0.031625
154,0.045370,0.007934,0.030843
155,0.045035,0.008046,0.030731
156,0.043694,0.008158,0.030396
157,0.043918,0.008158,0.029837
158,0.043694,0.008269,0.029949
159,0.043582,0.008493,0.029837
160,0.043247,0.008493,0.029949
161,0.044253,0.008381,0.029055
162,0.043582,0.008493,0.029502
163,0.043247,0.008605,0.029278
164,0.042800,0.008605,0.029390
165,0.042018,0.008381,0.029055
166,0.042688,0.008381,0.028273
167,0.042130,0.008381,0.028608
168,0.042465,0.008158,0.028273
169,0.042130,0.008158,0.028384
170,0.041906,0.008269,0.028049
171,0.041794,0.008269,0.027602
172,0.041571,0.008269,0.027602
173,0.042465,0.008046,0.026708
174,0.041906,0.008046,0.027043
175,0.042130,0.008158,0.026596
176,0.041906,0.008158,0.026708
177,0.041347,0.008493,0.026708
178,0.040342,0.008269,0.026485
179,0.040677,0.008493,0.025926
180,0.040118,0.008493,0.026038
181,0.039895,0.008269,0.026261
182,0.039671,0.008269,0.026373
183,0.039448,0.008493,0.026261
184,0.038777,0.008381,0.026485
185,0.038889,0.008046,0.026261
186,0.038665,0.007934,0.026261
187,0.038442,0.007822,0.026261
188,0.037548,0.008158,0.026373
189,0.039895,0.008828,0.027714
190,0.042241,0.009052,0.029390
191,0.044029,0.009499,0.031290
192,0.046376,0.009834,0.032743
193,0.048499,0.010169,0.034195
194,0.050399,0.010728,0.035872
195,0.052299,0.011175,0.037436
196,0.054310,0.011845,0.038889
197,0.056434,0.012292,0.040453
198,0.058557,0.012516,0.042130
199,0.060233,0.012963,0.043694
200,0.062803,0.013186,0.045259
201,0.064591,0.013633,0.047047
202,0.066826,0.013969,0.049393
203,0.069732,0.014527,0.050958
204,0.072637,0.014863,0.052634
205,0.075319,0.015310,0.054981
206,0.077890,0.015868,0.057328
207,0.081242,0.016092,0.059339
208,0.084371,0.016651,0.061462
209,0.087277,0.017098,0.063586
210,0.090405,0.017545,0.066044
211,0.092529,0.017992,0.068167
212,0.097893,0.017992,0.068950
213,0.102810,0.018886,0.069397
214,0.107727,0.019109,0.070626
