Time,Subsystem 14
1,0.000000
2,0.000000
3,0.000000
4,0.000000
5,0.000000
6,0.000000
7,0.000000
8,0.000000
9,0.000000
10,0.000000
11,0.000000
12,0.000000
13,0.002449
14,0.002449
15,0.002449
16,0.004897
17,0.004897
18,0.007346
19,0.007346
20,0.004897
21,0.007346
22,0.009794
23,0.012243
24,0.012243
25,0.014691
26,0.014691
27,0.022325
28,0.022325
29,0.029959
30,0.027510
31,0.037593
32,0.037593
33,0.052572
34,0.055021
35,0.062654
36,0.072737
37,0.082819
38,0.090453
39,0.100535
40,0.100535
41,0.110617
42,0.110617
43,0.120412
44,0.112778
45,0.125309
46,0.117963
47,0.120412
48,0.122860
49,0.122860
50,0.135391
51,0.137840
52,0.150370
53,0.162901
54,0.165350
55,0.177881
56,0.180329
57,0.182778
58,0.185226
59,0.185514
60,0.185514
61,0.185514
62,0.185514
63,0.185514
64,0.187963
65,0.187963
66,0.187963
67,0.187963
68,0.187963
69,0.187963
70,0.185514
71,0.175432
72,0.172984
73,0.162901
74,0.160453
75,0.150370
76,0.147922
77,0.137840
78,0.137840
79,0.137840
80,0.137840
81,0.137840
82,0.127757
83,0.137840
84,0.127757
85,0.137840
86,0.127757
87,0.137840
88,0.127757
89,0.137840
90,0.127757
91,0.140432
92,0.135247
93,0.137695
94,0.131934
95,0.133663
96,0.127757
97,0.129342
98,0.123580
99,0.124588
100,0.117963
101,0.118251
102,0.111481
103,0.111626
104,0.114074
105,0.104280
106,0.107016
107,0.096502
108,0.098663
109,0.088292
110,0.090309
111,0.079794
112,0.081523
113,0.070144
114,0.065967
115,0.061790
116,0.058333
117,0.054300
118,0.050844
119,0.048107
120,0.045514
121,0.042202
122,0.041770
123,0.043642
124,0.042202
125,0.049115
126,0.055021
127,0.065247
128,0.069712
129,0.084979
130,0.098663
131,0.118683
132,0.131790
133,0.154547
134,0.180185
135,0.202798
136,0.226852
137,0.248601
138,0.268909
139,0.273951
140,0.284177
141,0.296564
142,0.314280
143,0.324650
144,0.339774
145,0.339774
146,0.339486
147,0.352305
148,0.354753
149,0.352449
150,0.362675
151,0.365844
152,0.365700
153,0.366564
154,0.357922
155,0.365412
156,0.376070
157,0.370885
158,0.361235
159,0.376214
160,0.377222
161,0.390761
162,0.381543
163,0.392634
164,0.415391
165,0.393786
166,0.411790
167,0.396955
168,0.415391
169,0.397963
170,0.390473
171,0.381111
172,0.366276
173,0.356626
174,0.342222
175,0.330123
176,0.317593
177,0.304630
178,0.291667
179,0.289218
180,0.278704
181,0.269053
182,0.268333
183,0.263436
184,0.255947
185,0.250617
186,0.245432
187,0.240679
188,0.238230
189,0.250905
190,0.263580
191,0.261132
192,0.273663
193,0.270926
194,0.283601
195,0.281152
196,0.293827
197,0.291235
198,0.288354
199,0.285905
200,0.275823
201,0.275247
202,0.272798
203,0.262716
204,0.259691
205,0.249609
206,0.246584
207,0.236502
208,0.233477
209,0.229300
210,0.223827
211,0.217490
212,0.212160
213,0.206399
214,0.199774
215,0.192572
216,0.185370
217,0.178169
218,0.170391
219,0.162613
220,0.154835
221,0.147058
222,0.139280
223,0.133374
224,0.134815
225,0.128909
226,0.129342
227,0.122572
228,0.123148
229,0.116091
230,0.109465
231,0.102840
232,0.097798
233,0.093045
234,0.087284
235,0.082099
236,0.077346
237,0.072593
238,0.067984
239,0.064383
240,0.060062
241,0.056173
242,0.055885
243,0.057757
244,0.060926
245,0.066543
246,0.071008
247,0.081667
248,0.085267
249,0.098519
250,0.111914
251,0.133951
252,0.156564
253,0.172551
254,0.192140
255,0.217202
256,0.241831
257,0.272078
258,0.295123
259,0.319177
260,0.343951
261,0.376358
262,0.411934
263,0.414959
264,0.445782
265,0.437572
266,0.428930
267,0.420720
268,0.419568
269,0.447798
270,0.438868
271,0.430370
272,0.422016
273,0.446502
274,0.436564
275,0.428498
276,0.420000
277,0.412798
278,0.436420
279,0.426481
280,0.407181
281,0.397963
282,0.394650
283,0.391049
284,0.387016
285,0.378663
286,0.368436
287,0.360802
288,0.353025
289,0.340638
290,0.332572
291,0.321049
292,0.319177
293,0.312695
294,0.303045
295,0.302181
296,0.290802
297,0.281584
298,0.270638
299,0.261852
300,0.259259
301,0.259259
302,0.255226
303,0.247593
304,0.240391
305,0.236070
306,0.230597
307,0.228292
308,0.240967
309,0.253498
310,0.248457
311,0.248601
312,0.258683
313,0.258683
314,0.268189
315,0.267613
316,0.266893
317,0.276543
318,0.288498
319,0.285473
320,0.284897
321,0.284321
322,0.283745
323,0.283169
324,0.281440
325,0.267757
326,0.261564
327,0.258395
328,0.254506
329,0.248025
330,0.241543
331,0.237510
332,0.233477
333,0.228724
334,0.224403
335,0.214465
336,0.208704
337,0.204239
338,0.199774
339,0.194733
340,0.187675
341,0.180041
342,0.174856
343,0.169095
344,0.162325
345,0.153971
346,0.148642
347,0.142881
348,0.137695
349,0.132078
350,0.127037
351,0.120267
352,0.117099
353,0.111626
354,0.106296
355,0.103560
356,0.099095
357,0.093765
358,0.088580
359,0.085700
360,0.083539
361,0.079362
362,0.076770
363,0.077058
364,0.079362
365,0.077346
366,0.080947
367,0.084259
368,0.092325
369,0.104712
370,0.113642
371,0.130062
372,0.142160
373,0.161749
374,0.185226
375,0.210000
376,0.237222
377,0.260123
378,0.286770
379,0.311399
380,0.343086
381,0.376070
382,0.408477
383,0.442037
384,0.437716
385,0.462346
386,0.490720
387,0.490000
388,0.486255
389,0.484383
390,0.473580
391,0.465514
392,0.457449
393,0.482798
394,0.472140
395,0.456584
396,0.440309
397,0.432099
398,0.452984
399,0.444774
400,0.436132
401,0.416831
402,0.407325
403,0.389897
404,0.383848
405,0.379815
406,0.374630
407,0.372901
408,0.365556
409,0.356481
410,0.345679
411,0.336317
412,0.325370
413,0.320041
414,0.317305
415,0.307942
416,0.305782
417,0.295988
418,0.294835
419,0.283025
420,0.274095
421,0.273230
422,0.263436
423,0.255658
424,0.247881
425,0.241831
426,0.236070
427,0.231029
428,0.228292
429,0.240967
430,0.238230
431,0.252778
432,0.264877
433,0.259259
434,0.258827
435,0.258107
436,0.267757
437,0.279712
438,0.291667
439,0.288642
440,0.285617
441,0.285041
442,0.284465
443,0.283889
444,0.283313
445,0.281152
446,0.267613
447,0.261708
448,0.258683
449,0.255658
450,0.253066
451,0.249897
452,0.244712
453,0.241831
454,0.238951
455,0.235350
456,0.232325
457,0.227860
458,0.222675
459,0.216337
460,0.211440
461,0.206687
462,0.200638
463,0.193292
464,0.187531
465,0.178025
466,0.168086
467,0.160309
468,0.151235
469,0.145185
470,0.138992
471,0.133807
472,0.128189
473,0.122716
474,0.115658
475,0.112202
476,0.105144
477,0.098951
478,0.092757
479,0.087140
480,0.082387
481,0.078210
482,0.075905
483,0.075185
484,0.079074
485,0.077202
486,0.080658
487,0.083827
488,0.092181
489,0.104568
490,0.113210
491,0.123724
492,0.138848
493,0.156132
494,0.181193
495,0.206111
496,0.236790
497,0.258539
498,0.284033
499,0.310103
500,0.343086
501,0.376070
502,0.406461
503,0.433683
504,0.427778
505,0.449815
506,0.485391
507,0.483663
508,0.481214
509,0.470844
510,0.461914
511,0.453992
512,0.486543
513,0.478333
514,0.469403
515,0.450823
516,0.445062
517,0.436564
518,0.461770
519,0.446790
520,0.429074
521,0.416255
522,0.403580
523,0.415967
524,0.403868
525,0.390617
526,0.384712
527,0.376934
528,0.369588
529,0.361955
530,0.353313
531,0.349568
532,0.346111
533,0.338621
534,0.328971
535,0.318889
536,0.308519
537,0.298436
538,0.285905
539,0.274671
540,0.265165
541,0.256811
542,0.249465
543,0.242119
544,0.236358
545,0.231317
546,0.228436
547,0.240967
548,0.238519
549,0.251049
550,0.263580
551,0.258683
552,0.258683
553,0.258107
554,0.265741
555,0.268189
556,0.280144
557,0.277119
558,0.264012
559,0.260988
560,0.250329
561,0.247305
562,0.236646
563,0.236070
564,0.233045
565,0.222387
566,0.219362
567,0.208704
568,0.205679
569,0.205103
570,0.200782
571,0.194733
572,0.187819
573,0.181914
574,0.175576
575,0.168086
576,0.161317
577,0.155123
578,0.148354
579,0.141440
580,0.144033
581,0.139136
582,0.141296
583,0.136255
584,0.138848
585,0.133086
586,0.134959
587,0.127901
588,0.128909
589,0.121708
590,0.122716
591,0.115514
592,0.108313
593,0.101831
594,0.096070
595,0.090165
596,0.083971
597,0.078786
598,0.074033
599,0.069280
600,0.064959
601,0.060062
602,0.058621
603,0.057613
604,0.059774
605,0.065967
606,0.070720
607,0.080082
608,0.083539
609,0.096502
610,0.106008
611,0.128765
612,0.148498
613,0.174424
614,0.199198
615,0.217778
616,0.244712
617,0.271214
618,0.299877
619,0.324650
620,0.350144
621,0.377654
622,0.411358
623,0.443189
624,0.445638
625,0.469979
626,0.497336
627,0.487119
628,0.483374
629,0.469115
630,0.460041
631,0.451399
632,0.435123
633,0.426049
634,0.417695
635,0.445062
636,0.434691
637,0.423601
638,0.404300
639,0.396091
640,0.386584
641,0.394362
642,0.378951
643,0.373189
644,0.368580
645,0.361667
646,0.350000
647,0.340206
648,0.337037
649,0.354753
650,0.346543
651,0.334300
652,0.336173
653,0.347840
654,0.361379
655,0.354321
656,0.339486
657,0.336605
658,0.323354
659,0.330556
660,0.341070
661,0.324218
662,0.311255
663,0.321914
664,0.315432
665,0.322490
666,0.331996
667,0.320041
668,0.307798
669,0.300597
670,0.292099
671,0.284897
672,0.278560
673,0.273086
674,0.268333
675,0.264300
676,0.260267
677,0.257963
678,0.255658
679,0.245864
680,0.243704
681,0.243272
682,0.242840
683,0.242407
684,0.245720
685,0.244856
686,0.234486
687,0.231461
688,0.221811
689,0.218642
690,0.217634
691,0.214033
692,0.213025
693,0.211872
694,0.210144
695,0.208128
696,0.205679
697,0.202222
698,0.195741
699,0.193724
700,0.191708
701,0.185370
702,0.183354
703,0.179465
704,0.172695
705,0.164918
706,0.158292
707,0.150947
708,0.145905
709,0.141008
710,0.135967
711,0.130782
712,0.123724
713,0.118251
714,0.112058
715,0.110329
716,0.104568
717,0.099671
718,0.093621
719,0.091317
720,0.085700
721,0.081379
722,0.079074
723,0.079074
724,0.080947
725,0.079218
726,0.081523
727,0.092757
728,0.103416
729,0.112058
730,0.120844
731,0.131646
732,0.146481
733,0.171399
734,0.195453
735,0.214033
736,0.234053
737,0.259835
738,0.282881
739,0.313560
740,0.333148
741,0.363827
742,0.393066
743,0.416687
744,0.446934
745,0.468395
746,0.498786
747,0.522643
748,0.547821
749,0.579022
750,0.560270
751,0.589450
752,0.576241
753,0.546417
754,0.523508
755,0.498354
756,0.479918
757,0.470844
758,0.461193
759,0.450391
760,0.430082
761,0.406605
762,0.396235
763,0.381543
764,0.374198
765,0.359650
766,0.353601
767,0.344671
768,0.333724
769,0.320329
770,0.309095
771,0.300309
772,0.297860
773,0.285617
774,0.273374
775,0.261132
776,0.249753
777,0.239527
778,0.230165
779,0.221379
780,0.213601
781,0.207119
782,0.201790
783,0.197037
784,0.193580
785,0.204095
786,0.200638
787,0.211152
788,0.209424
789,0.219938
790,0.230453
791,0.226996
792,0.226996
793,0.235782
794,0.235782
795,0.244568
796,0.244568
797,0.244568
798,0.244568
799,0.244568
800,0.244568
801,0.244568
802,0.244568
803,0.244568
804,0.249321
805,0.255370
806,0.251770
807,0.255658
808,0.245288
809,0.241399
810,0.243704
811,0.239527
812,0.240823
813,0.234918
814,0.232037
815,0.222675
816,0.222819
817,0.224259
818,0.222819
819,0.222675
820,0.218210
821,0.209712
822,0.202078
823,0.194733
824,0.188107
825,0.181193
826,0.174712
827,0.168807
828,0.162757
829,0.155988
830,0.151523
831,0.146770
832,0.140288
833,0.134095
834,0.128621
835,0.123004
836,0.117099
837,0.110905
838,0.105720
839,0.100391
840,0.094918
841,0.091461
842,0.089877
843,0.093045
844,0.095926
845,0.098663
846,0.100247
847,0.109177
848,0.118395
849,0.125741
850,0.133807
851,0.140576
852,0.157140
853,0.180041
854,0.207263
855,0.229733
856,0.255802
857,0.279856
858,0.310247
859,0.330700
860,0.354033
861,0.379383
862,0.404733
863,0.427202
864,0.447078
865,0.470988
866,0.499650
867,0.522500
868,0.550708
869,0.529369
870,0.507130
871,0.490720
872,0.472572
873,0.461049
874,0.443477
875,0.428498
876,0.414383
877,0.399979
878,0.387881
879,0.388745
880,0.377222
881,0.359938
882,0.370453
883,0.358210
884,0.371029
885,0.361379
886,0.354897
887,0.346831
888,0.339198
889,0.330700
890,0.321049
891,0.304774
892,0.296564
893,0.284321
894,0.272078
895,0.261276
896,0.257963
897,0.247016
898,0.237078
899,0.229012
900,0.221379
901,0.214465
902,0.208704
903,0.204095
904,0.200638
905,0.211152
906,0.221667
907,0.218210
908,0.228724
909,0.226996
910,0.235782
911,0.235782
912,0.244568
913,0.244568
914,0.244568
915,0.244568
916,0.244568
917,0.244568
918,0.244568
919,0.244568
920,0.244568
921,0.244568
922,0.244568
923,0.244568
924,0.249321
925,0.250473
926,0.245864
927,0.248457
928,0.244424
929,0.245864
930,0.240679
931,0.241111
932,0.234774
933,0.231605
934,0.221379
935,0.221379
936,0.221955
937,0.219074
938,0.217346
939,0.217778
940,0.213169
941,0.206543
942,0.200206
943,0.193436
944,0.190700
945,0.179897
946,0.173560
947,0.166790
948,0.159877
949,0.151955
950,0.149074
951,0.144753
952,0.138416
953,0.136255
954,0.131358
955,0.125021
956,0.120700
957,0.115802
958,0.109321
959,0.103848
960,0.099095
961,0.093621
962,0.095494
963,0.095782
964,0.095782
965,0.098374
966,0.099239
967,0.108313
968,0.117675
969,0.125165
970,0.132942
971,0.139136
972,0.152819
973,0.176152
974,0.198621
975,0.215329
976,0.234053
977,0.257243
978,0.280000
979,0.305494
980,0.333580
981,0.365123
982,0.394650
983,0.418272
984,0.442181
985,0.468827
986,0.493169
987,0.514020
988,0.501091
989,0.485535
990,0.472140
991,0.462202
992,0.443621
993,0.432531
994,0.420288
995,0.410350
996,0.398827
997,0.387449
998,0.367716
999,0.351152
1000,0.365844
1001,0.385144
