Time,Subsystem 31,Subsystem 34
1,0.000000,0.000000
2,0.000000,0.000000
3,0.000000,0.000000
4,0.000000,0.000000
5,0.000000,0.000000
6,0.000000,0.000000
7,0.000000,0.000000
8,0.000000,0.000000
9,0.000000,0.000000
10,0.000309,0.000000
11,0.000309,0.000000
12,0.000309,0.000000
13,0.000926,0.000309
14,0.000926,0.000309
15,0.001543,0.000309
16,0.001235,0.000309
17,0.002778,0.000309
18,0.002160,0.000617
19,0.003086,0.000309
20,0.003704,0.000309
21,0.004321,0.000309
22,0.005247,0.000309
23,0.005864,0.000309
24,0.006481,0.000617
25,0.007099,0.000617
26,0.008025,0.000617
27,0.008642,0.000926
28,0.008025,0.000617
29,0.008951,0.000617
30,0.009259,0.000617
31,0.009877,0.000617
32,0.010802,0.000617
33,0.011420,0.000926
34,0.012654,0.000926
35,0.012963,0.000926
36,0.013272,0.001235
37,0.014506,0.001235
38,0.015123,0.001235
39,0.015432,0.001543
40,0.016049,0.001235
41,0.016358,0.001852
42,0.017284,0.001543
43,0.017593,0.001852
44,0.017901,0.001543
45,0.018210,0.001852
46,0.018827,0.001235
47,0.018827,0.001543
48,0.019444,0.001543
49,0.019136,0.002160
50,0.019753,0.001543
51,0.020062,0.001852
52,0.020062,0.001543
53,0.020370,0.001852
54,0.020679,0.001543
55,0.020988,0.001852
56,0.021605,0.001543
57,0.020679,0.001852
58,0.020988,0.001543
59,0.021296,0.001852
60,0.021605,0.001543
61,0.022222,0.001543
62,0.022222,0.001543
63,0.022222,0.001852
64,0.021914,0.001852
65,0.022222,0.001543
66,0.022222,0.001852
67,0.022222,0.001543
68,0.022531,0.001852
69,0.022840,0.001543
70,0.023148,0.001852
71,0.023457,0.001543
72,0.022840,0.001852
73,0.021605,0.001543
74,0.020062,0.001543
75,0.018519,0.001543
76,0.017284,0.001543
77,0.015741,0.001235
78,0.014198,0.001543
79,0.012963,0.001235
80,0.011111,0.001235
81,0.009259,0.000926
82,0.009877,0.001235
83,0.008951,0.000926
84,0.007407,0.000926
85,0.007407,0.000926
86,0.006790,0.000926
87,0.006173,0.000617
88,0.005556,0.000617
89,0.004938,0.000617
90,0.004630,0.000309
91,0.004321,0.000309
92,0.004321,0.000309
93,0.004321,0.000309
94,0.004321,0.000309
95,0.004321,0.000309
96,0.004321,0.000000
97,0.004321,0.000000
98,0.004321,0.000000
99,0.004321,0.000000
100,0.004321,0.000000
101,0.004321,0.000000
102,0.004321,0.000000
103,0.004012,0.000000
104,0.004630,0.000000
105,0.003086,0.000000
106,0.003086,0.000000
107,0.002778,0.000000
108,0.002778,0.000000
109,0.002469,0.000000
110,0.002778,0.000000
111,0.001852,0.000000
112,0.001852,0.000000
113,0.001543,0.000000
114,0.001852,0.000000
115,0.001543,0.000000
116,0.001852,0.000000
117,0.001543,0.000000
118,0.001852,0.000000
119,0.001543,0.000000
120,0.001852,0.000000
121,0.001543,0.000000
122,0.010185,0.000309
123,0.022222,0.001235
124,0.038272,0.002469
125,0.054630,0.003704
126,0.070988,0.004630
127,0.085494,0.005556
128,0.097840,0.005864
129,0.108025,0.005864
130,0.117284,0.005556
131,0.123765,0.005864
132,0.129012,0.005556
133,0.133025,0.004938
134,0.134568,0.004938
135,0.135185,0.004938
136,0.134259,0.004630
137,0.133025,0.004630
138,0.132099,0.004321
139,0.129321,0.004321
140,0.126543,0.004012
141,0.123457,0.004012
142,0.119753,0.003704
143,0.115432,0.003395
144,0.111420,0.003395
145,0.108025,0.003395
146,0.104321,0.003086
147,0.100617,0.003395
148,0.096914,0.003086
149,0.093210,0.003395
150,0.090123,0.003086
151,0.087654,0.003086
152,0.084877,0.003395
153,0.081790,0.003395
154,0.079938,0.003086
155,0.077469,0.003395
156,0.075309,0.003086
157,0.072840,0.003395
158,0.071914,0.003086
159,0.070370,0.003395
160,0.068210,0.003086
161,0.066975,0.003086
162,0.064815,0.003395
163,0.064198,0.003086
164,0.062654,0.003086
165,0.061420,0.003086
166,0.061728,0.003086
167,0.061420,0.003086
168,0.060802,0.003086
169,0.060185,0.003086
170,0.059568,0.003395
171,0.059568,0.003086
172,0.059568,0.003086
173,0.059877,0.003086
174,0.059877,0.003086
175,0.059877,0.003086
176,0.059877,0.003086
177,0.058642,0.003086
178,0.057407,0.003086
179,0.056481,0.003086
180,0.055864,0.003086
181,0.055247,0.003395
182,0.055247,0.003086
183,0.054938,0.003086
184,0.055556,0.003086
185,0.054630,0.003086
186,0.055556,0.002778
187,0.055556,0.002778
188,0.054938,0.002778
189,0.054630,0.002778
190,0.054630,0.002469
191,0.054012,0.002469
192,0.046296,0.008025
193,0.042593,0.007099
194,0.037963,0.008642
195,0.035802,0.008642
196,0.030864,0.008642
197,0.025309,0.011111
198,0.021605,0.013889
199,0.020988,0.011111
200,0.017901,0.011111
201,0.014815,0.011111
202,0.014198,0.011111
203,0.012963,0.008333
204,0.012963,0.008642
205,0.012963,0.005556
206,0.012654,0.005556
207,0.012346,0.005556
208,0.012037,0.002778
209,0.011420,0.002778
210,0.011111,0.002778
211,0.010802,0.002778
212,0.010494,0.002778
213,0.010185,0.002778
214,0.009568,0.000000
215,0.009259,0.000000
216,0.008951,0.000000
217,0.008642,0.000000
218,0.008333,0.000000
219,0.008025,0.000000
220,0.007716,0.000000
221,0.007407,0.000000
222,0.007099,0.000000
223,0.006790,0.000000
224,0.006481,0.000000
225,0.006481,0.000000
226,0.006481,0.000000
227,0.006481,0.000000
228,0.006481,0.000000
229,0.006481,0.000000
230,0.006481,0.000000
231,0.006481,0.000000
232,0.006481,0.000000
233,0.006481,0.000000
234,0.006481,0.000000
235,0.006481,0.000000
236,0.006481,0.000000
237,0.006481,0.000000
238,0.006173,0.000000
239,0.005864,0.000000
240,0.005556,0.000000
241,0.005247,0.000000
242,0.014506,0.003086
243,0.026235,0.011728
244,0.039815,0.020679
245,0.055864,0.029321
246,0.079630,0.029630
247,0.104321,0.026852
248,0.125617,0.024074
249,0.143519,0.020679
