Time,Subsystem 27,Subsystem 43,Subsystem 45
1,0.000000,0.000000,0.000000
2,0.000144,0.000000,0.000000
3,0.000144,0.000000,0.000000
4,0.000144,0.000000,0.000000
5,0.000144,0.000000,0.000000
6,0.000288,0.003601,0.000144
7,0.000288,0.003601,0.000144
8,0.000288,0.007202,0.000144
9,0.000432,0.007202,0.000288
10,0.000432,0.007202,0.000288
11,0.000576,0.010802,0.000432
12,0.000576,0.010802,0.000432
13,0.000720,0.014403,0.000576
14,0.000720,0.014403,0.000576
15,0.000864,0.018004,0.000720
16,0.000864,0.018004,0.000720
17,0.001008,0.021605,0.000864
18,0.001008,0.025206,0.000864
19,0.001152,0.025206,0.001008
20,0.001296,0.028807,0.001152
21,0.001440,0.032407,0.001296
22,0.001584,0.036008,0.001440
23,0.001728,0.039609,0.001584
24,0.001872,0.043210,0.001728
25,0.002016,0.046811,0.001872
26,0.002160,0.050412,0.002016
27,0.002305,0.054012,0.002160
28,0.002449,0.057613,0.002305
29,0.002593,0.061214,0.002449
30,0.002737,0.064815,0.002593
31,0.002881,0.068416,0.002737
32,0.003025,0.072016,0.002881
33,0.003169,0.075617,0.003025
34,0.003313,0.079218,0.003169
35,0.003457,0.082819,0.003313
36,0.003601,0.086420,0.003457
37,0.003745,0.090021,0.003601
38,0.003889,0.093621,0.003745
39,0.004033,0.097222,0.003889
40,0.004177,0.100823,0.004033
41,0.004321,0.104424,0.004177
42,0.004465,0.108025,0.004321
43,0.004753,0.111626,0.004465
44,0.004897,0.115226,0.004609
45,0.005041,0.118827,0.004753
46,0.005185,0.122428,0.005041
47,0.005329,0.126029,0.005185
48,0.005617,0.129630,0.005329
49,0.005761,0.133230,0.005473
50,0.005905,0.136831,0.005761
51,0.006049,0.140432,0.005905
52,0.006193,0.144033,0.006049
53,0.006626,0.147634,0.006193
54,0.006770,0.151235,0.006337
55,0.007058,0.154835,0.006481
56,0.007202,0.158436,0.006626
57,0.007634,0.162037,0.006770
58,0.007778,0.165638,0.006914
59,0.008066,0.169239,0.007202
60,0.008642,0.172840,0.007346
61,0.008930,0.176440,0.007634
62,0.009074,0.180041,0.007778
63,0.009362,0.183642,0.008066
64,0.009794,0.187243,0.008210
65,0.010226,0.190844,0.008354
66,0.010514,0.194444,0.008642
67,0.010226,0.183642,0.008066
68,0.009506,0.172840,0.007634
69,0.009362,0.162037,0.007346
70,0.008786,0.154835,0.006914
71,0.008642,0.147634,0.006770
72,0.008210,0.140432,0.006337
73,0.008066,0.133230,0.006193
74,0.007634,0.126029,0.005905
75,0.007634,0.118827,0.005761
76,0.007202,0.115226,0.005473
77,0.007058,0.111626,0.005329
78,0.006626,0.109033,0.005041
79,0.006337,0.105432,0.004609
80,0.006626,0.100823,0.004609
81,0.006193,0.097222,0.004609
82,0.006337,0.092037,0.004321
83,0.006049,0.088436,0.004177
84,0.006193,0.084835,0.004177
85,0.005905,0.081235,0.004033
86,0.005617,0.080226,0.004033
87,0.005761,0.079218,0.003889
88,0.005761,0.079794,0.003889
89,0.005617,0.079218,0.003745
90,0.005329,0.079218,0.003745
91,0.005329,0.076626,0.003601
92,0.005041,0.075617,0.003457
93,0.004753,0.076626,0.003313
94,0.005041,0.075617,0.003457
95,0.004753,0.075617,0.003313
96,0.005041,0.076626,0.003313
97,0.004753,0.075617,0.003313
98,0.004609,0.075617,0.003169
99,0.004897,0.077202,0.003169
100,0.004753,0.075617,0.003025
101,0.004609,0.075617,0.002881
102,0.004465,0.075617,0.002737
103,0.004753,0.076626,0.002737
104,0.004609,0.075617,0.002593
105,0.004465,0.079218,0.002449
106,0.004465,0.079218,0.002305
107,0.004321,0.082819,0.002160
108,0.004321,0.084259,0.002305
109,0.004177,0.084259,0.002160
110,0.004033,0.082531,0.002016
111,0.003889,0.081235,0.002016
112,0.003889,0.079218,0.001872
113,0.003745,0.079218,0.001728
114,0.003601,0.079218,0.001728
115,0.003457,0.079938,0.001584
116,0.003457,0.079218,0.001584
117,0.003313,0.079938,0.001440
118,0.003313,0.086132,0.001440
119,0.003457,0.092613,0.001440
120,0.004033,0.098230,0.001440
121,0.004177,0.104424,0.001440
122,0.004609,0.109897,0.001440
123,0.004753,0.116091,0.001440
124,0.004897,0.121564,0.001440
125,0.005041,0.126173,0.001440
126,0.005185,0.129774,0.001440
127,0.005185,0.135967,0.001440
128,0.005473,0.142449,0.001440
129,0.005617,0.149650,0.001440
130,0.005761,0.155844,0.001440
131,0.006049,0.162325,0.001440
132,0.006193,0.169527,0.001440
133,0.006481,0.175720,0.001440
134,0.006626,0.182202,0.001584
135,0.006770,0.191996,0.001584
136,0.007634,0.200062,0.001584
137,0.007922,0.207407,0.002016
138,0.008066,0.215329,0.003169
139,0.008210,0.224979,0.003457
140,0.008354,0.235638,0.003457
141,0.008498,0.246584,0.003457
142,0.008642,0.258251,0.003601
143,0.009218,0.270206,0.003745
144,0.009794,0.282449,0.003745
145,0.010370,0.296420,0.003889
146,0.010947,0.310535,0.004177
147,0.011667,0.323498,0.004177
148,0.012387,0.337901,0.004465
149,0.013251,0.351440,0.004609
150,0.013971,0.364259,0.004897
151,0.014403,0.379383,0.005041
152,0.014979,0.393498,0.005041
153,0.015556,0.407037,0.005329
154,0.016276,0.422449,0.005617
155,0.016852,0.438004,0.005617
156,0.017284,0.453560,0.005761
157,0.018292,0.466955,0.006049
158,0.018868,0.478909,0.006049
159,0.019012,0.494321,0.006337
160,0.019898,0.508402,0.006490
161,0.020498,0.522442,0.006494
162,0.021135,0.537445,0.006803
163,0.021779,0.553080,0.006981
164,0.022607,0.567595,0.007157
165,0.023588,0.582013,0.007336
166,0.025453,0.593672,0.007939
167,0.026019,0.603679,0.008198
168,0.026417,0.610450,0.008257
169,0.027003,0.613069,0.008435
170,0.027319,0.614715,0.008436
171,0.027768,0.614816,0.008585
172,0.028445,0.614139,0.008723
173,0.028734,0.613638,0.008699
174,0.028962,0.613083,0.008832
175,0.029055,0.612596,0.008834
176,0.029495,0.611443,0.008955
177,0.029434,0.611148,0.008911
178,0.029911,0.610252,0.009003
179,0.030263,0.609424,0.009096
180,0.030717,0.608697,0.009183
181,0.030642,0.608791,0.009136
182,0.030820,0.608378,0.009178
183,0.030679,0.608512,0.009114
184,0.030961,0.608214,0.009044
185,0.030764,0.608379,0.009075
186,0.030575,0.608644,0.008999
187,0.030519,0.608731,0.008967
188,0.030311,0.609134,0.008923
189,0.030174,0.609857,0.008898
190,0.030103,0.610930,0.008981
191,0.029998,0.612446,0.008829
192,0.030083,0.609218,0.008881
193,0.028510,0.585342,0.008818
194,0.026425,0.545391,0.008142
195,0.024677,0.512728,0.007648
196,0.023621,0.484671,0.007202
197,0.022181,0.458457,0.006770
198,0.020885,0.436132,0.006481
199,0.020021,0.413663,0.006049
200,0.019012,0.393930,0.005761
201,0.018436,0.376214,0.005473
202,0.017716,0.359650,0.005329
203,0.016852,0.344527,0.005041
204,0.016276,0.329979,0.004753
205,0.015556,0.313992,0.004609
206,0.014691,0.301173,0.004465
207,0.014259,0.289362,0.004321
208,0.013683,0.280432,0.004177
209,0.013251,0.270206,0.004177
210,0.013107,0.262284,0.004033
211,0.012675,0.252922,0.003889
212,0.012243,0.244856,0.003745
213,0.011811,0.237510,0.003601
214,0.011379,0.230885,0.003457
215,0.011091,0.224403,0.003313
216,0.010658,0.218642,0.003169
217,0.010226,0.211440,0.003169
218,0.009938,0.205967,0.003169
219,0.009794,0.198621,0.003169
220,0.009650,0.191276,0.003169
221,0.009362,0.185514,0.003169
222,0.009362,0.180041,0.003025
223,0.008786,0.174136,0.003025
224,0.008498,0.167798,0.003601
225,0.008354,0.159877,0.004033
226,0.008354,0.152243,0.003889
227,0.007634,0.148642,0.003601
228,0.007778,0.142016,0.003457
229,0.007346,0.137263,0.003457
230,0.007346,0.130926,0.003313
231,0.007058,0.123868,0.003169
232,0.006626,0.117819,0.003025
233,0.006337,0.115226,0.002881
234,0.006481,0.110905,0.002881
235,0.006049,0.107016,0.004033
