Time,Subsystem 55,Subsystem 60,Subsystem 62
1,0.000000,0.000000,0.000000
2,0.000900,0.000720,0.000000
3,0.001260,0.000720,0.000000
4,0.001620,0.003601,0.000000
5,0.001620,0.009722,0.000000
6,0.002881,0.011343,0.004141
7,0.003241,0.014223,0.004141
8,0.003241,0.021605,0.006662
9,0.004861,0.026466,0.006662
10,0.004861,0.035108,0.009182
11,0.006481,0.045730,0.009182
12,0.008102,0.050952,0.011703
13,0.009362,0.060314,0.014223
14,0.009722,0.070576,0.016744
15,0.011343,0.082459,0.017284
16,0.012963,0.087680,0.019264
17,0.014223,0.097042,0.021785
18,0.015303,0.108925,0.024306
19,0.016204,0.120808,0.026826
20,0.017824,0.131790,0.029347
21,0.019444,0.144033,0.029887
22,0.021065,0.155916,0.032407
23,0.022685,0.168158,0.034388
24,0.024306,0.180041,0.036908
25,0.025926,0.191744,0.039429
26,0.027546,0.197865,0.041950
27,0.029167,0.210108,0.044470
28,0.030787,0.222351,0.046991
29,0.032407,0.234594,0.049511
30,0.034028,0.246836,0.052032
31,0.035648,0.259079,0.054552
32,0.037269,0.271322,0.057073
33,0.038889,0.283565,0.059594
34,0.040509,0.295808,0.062114
35,0.042130,0.308050,0.064635
36,0.043750,0.320293,0.067155
37,0.045370,0.332536,0.069676
38,0.046991,0.344779,0.072197
39,0.048611,0.357022,0.074717
40,0.050231,0.369264,0.077238
41,0.051852,0.381507,0.079758
42,0.053532,0.394191,0.082418
43,0.055215,0.406904,0.085064
44,0.056967,0.420015,0.087821
45,0.058916,0.434446,0.090949
46,0.061051,0.449928,0.094152
47,0.062936,0.464256,0.096697
48,0.064230,0.475389,0.098207
49,0.064863,0.481520,0.098739
50,0.065080,0.484069,0.098851
51,0.065118,0.484849,0.098833
52,0.065084,0.484749,0.098829
53,0.065036,0.484557,0.098809
54,0.064969,0.484098,0.098772
55,0.064886,0.483482,0.098720
56,0.064839,0.483240,0.098692
57,0.064782,0.482908,0.098670
58,0.064757,0.482862,0.098661
59,0.064734,0.482848,0.098644
60,0.064718,0.482885,0.098632
61,0.064694,0.482850,0.098614
62,0.064678,0.482878,0.098602
63,0.064662,0.482905,0.098591
64,0.064647,0.482931,0.098580
65,0.064632,0.482957,0.098569
66,0.064619,0.482981,0.098559
67,0.064605,0.483005,0.098549
68,0.064592,0.483027,0.098540
69,0.064579,0.483049,0.098531
70,0.064567,0.483071,0.098522
71,0.064556,0.483091,0.098513
72,0.064544,0.483111,0.098505
73,0.064580,0.482797,0.098779
74,0.064644,0.482636,0.098872
75,0.064717,0.482456,0.098977
76,0.064792,0.482204,0.099221
77,0.064935,0.482477,0.099375
78,0.065181,0.483665,0.099607
79,0.064989,0.481624,0.099777
80,0.061300,0.450339,0.095497
81,0.055413,0.407394,0.086351
82,0.050952,0.374666,0.079578
83,0.047171,0.346579,0.073997
84,0.043750,0.321553,0.068956
85,0.040689,0.299228,0.064455
86,0.037989,0.277623,0.062114
87,0.035648,0.258359,0.059594
88,0.033488,0.241075,0.057433
89,0.031507,0.225772,0.055453
90,0.029887,0.212088,0.053652
91,0.028447,0.199846,0.052212
92,0.027006,0.189043,0.050772
93,0.025746,0.179321,0.049511
94,0.024666,0.170679,0.048611
95,0.023765,0.162937,0.047711
96,0.022865,0.156096,0.046811
97,0.022145,0.149974,0.046091
98,0.021425,0.144573,0.045370
99,0.020885,0.139712,0.044650
100,0.020345,0.135391,0.044290
101,0.019805,0.131430,0.043750
102,0.019444,0.128009,0.043390
103,0.019084,0.124949,0.042850
104,0.018724,0.122248,0.042670
105,0.018364,0.119727,0.042310
106,0.018004,0.117567,0.042130
107,0.017824,0.115586,0.041770
108,0.017644,0.113786,0.041409
109,0.017464,0.112166,0.041409
110,0.017284,0.110725,0.041409
111,0.017104,0.109465,0.041409
112,0.016924,0.108745,0.041049
113,0.016744,0.108025,0.040689
114,0.018364,0.119007,0.044470
115,0.019985,0.129990,0.048251
116,0.021605,0.140972,0.052032
117,0.023225,0.151955,0.055813
118,0.024846,0.164198,0.058333
119,0.026466,0.176440,0.060854
120,0.028086,0.188683,0.063374
121,0.029707,0.200926,0.065895
122,0.031327,0.211908,0.069676
123,0.032948,0.222891,0.073457
124,0.034568,0.233873,0.077238
125,0.036188,0.244856,0.081019
126,0.037809,0.255838,0.084799
127,0.039429,0.266821,0.088580
128,0.041049,0.277803,0.092361
129,0.042670,0.288786,0.096142
130,0.044290,0.299769,0.099923
131,0.045910,0.310751,0.103704
132,0.047531,0.321734,0.107485
133,0.049151,0.332716,0.111265
134,0.050772,0.343338,0.115406
135,0.052429,0.354208,0.119679
136,0.054107,0.365294,0.124023
137,0.055877,0.376761,0.128500
138,0.057779,0.389074,0.133448
139,0.059851,0.402271,0.138555
140,0.061833,0.415233,0.143035
141,0.063257,0.425585,0.146065
142,0.064043,0.431724,0.147494
143,0.064342,0.434199,0.148100
144,0.064426,0.436372,0.146918
145,0.064413,0.437541,0.145763
146,0.064387,0.438467,0.144663
147,0.064344,0.439222,0.143582
148,0.064272,0.439625,0.142522
149,0.064229,0.440275,0.141537
150,0.064180,0.440831,0.140595
