Time,Subsystem 90,Subsystem 102
1,0.000000,0.000000
2,0.000000,0.000000
3,0.000000,0.000000
4,0.000000,0.000000
5,0.000000,0.000000
6,0.000000,0.000000
7,0.000000,0.000000
8,0.000000,0.000000
9,0.000000,0.000000
10,0.000000,0.000000
11,0.000000,0.000000
12,0.000000,0.000000
13,0.000000,0.000000
14,0.000000,0.000000
15,0.000000,0.000000
16,0.000000,0.000000
17,0.000000,0.000000
18,0.000000,0.000000
19,0.000000,0.000000
20,0.000000,0.000000
21,0.000000,0.000000
22,0.000000,0.000000
23,0.000000,0.000000
24,0.000000,0.000000
25,0.000000,0.000000
26,0.000000,0.000000
27,0.000000,0.000000
28,0.000000,0.000000
29,0.000000,0.000000
30,0.000000,0.000000
31,0.000000,0.000000
32,0.000000,0.000000
33,0.000000,0.000000
34,0.000000,0.000000
35,0.000000,0.000000
36,0.000000,0.000000
37,0.000360,0.000000
38,0.000360,0.000000
39,0.000360,0.000000
40,0.000360,0.000000
41,0.000720,0.000000
42,0.000360,0.000000
43,0.000360,0.000000
44,0.000720,0.000000
45,0.000720,0.000000
46,0.000720,0.000000
47,0.000720,0.000000
48,0.001080,0.000000
49,0.000720,0.000000
50,0.001080,0.000000
51,0.000720,0.000000
52,0.001440,0.000000
53,0.001080,0.000000
54,0.001800,0.000000
55,0.001440,0.000000
56,0.002160,0.000000
57,0.001440,0.000000
58,0.001800,0.000000
59,0.001440,0.000000
60,0.001800,0.000000
61,0.001440,0.000000
62,0.001440,0.000000
63,0.001440,0.000000
64,0.001440,0.000000
65,0.001080,0.000000
66,0.001080,0.000000
67,0.000720,0.000000
68,0.001080,0.000000
69,0.000720,0.000000
70,0.000720,0.000000
71,0.000720,0.000000
72,0.000360,0.000000
73,0.000360,0.000000
74,0.000360,0.000000
75,0.000360,0.000000
76,0.000360,0.000000
77,-0.000000,-0.000000
78,-0.000000,-0.000000
79,-0.000000,-0.000000
80,-0.000000,-0.000000
81,-0.000000,-0.000000
82,-0.000000,-0.000000
83,-0.000000,-0.000000
84,-0.000000,-0.000000
85,-0.000000,-0.000000
86,-0.000000,-0.000000
87,-0.000000,-0.000000
88,-0.000000,-0.000000
89,-0.000000,-0.000000
90,-0.000000,-0.000000
91,-0.000000,-0.000000
92,-0.000000,-0.000000
93,-0.000000,-0.000000
94,-0.000000,-0.000000
95,-0.000000,-0.000000
96,-0.000000,-0.000000
97,-0.000000,-0.000000
98,-0.000000,-0.000000
99,-0.000000,-0.000000
100,-0.000000,-0.000000
101,-0.000000,-0.000000
102,-0.000000,-0.000000
103,-0.000000,-0.000000
104,-0.000000,-0.000000
105,-0.000000,-0.000000
106,-0.000000,-0.000000
107,-0.000000,-0.000000
108,-0.000000,-0.000000
109,-0.000000,-0.000000
110,-0.000000,-0.000000
111,-0.000000,-0.000000
112,0.001080,0.000000
113,0.002881,0.000000
114,0.004321,0.000000
115,0.006121,0.000000
116,0.007562,0.000000
117,0.008642,0.000000
118,0.009362,0.000000
119,0.009722,0.000000
120,0.010082,0.000000
121,0.009722,0.000000
122,0.009722,0.000000
123,0.009362,0.000000
124,0.009002,0.000000
125,0.008282,0.000000
126,0.007922,0.000000
127,0.007202,0.000000
128,0.006481,0.000000
129,0.006121,0.000000
130,0.005401,0.000000
131,0.004681,0.000000
132,0.004321,0.000000
133,0.004321,0.000000
134,0.004321,0.000000
135,0.004321,0.000000
136,0.004321,0.000000
137,0.004321,0.000000
138,0.004321,0.000000
139,0.004681,0.000000
140,0.005761,0.000000
141,0.007562,0.000000
142,0.009722,0.000000
143,0.011883,0.000000
144,0.013323,0.000000
145,0.014763,0.000000
146,0.015484,0.000000
147,0.015484,0.000000
148,0.015484,0.000000
149,0.015123,0.000000
150,0.014763,0.000000
151,0.014403,0.000000
152,0.014043,0.000000
153,0.013323,0.000000
154,0.012963,0.000000
155,0.012243,0.000000
156,0.011523,0.000000
157,0.011163,0.000000
158,0.010442,0.000000
159,0.009722,0.000000
160,0.009362,0.000000
161,0.009362,0.000000
162,0.009722,0.000000
163,0.010802,0.000000
164,0.011883,0.000000
165,0.010802,0.002521
166,0.009002,0.005401
167,0.007562,0.009002
168,0.006481,0.010802
169,0.005761,0.011523
170,0.004681,0.011883
171,0.004321,0.011163
172,0.003961,0.009722
173,0.003241,0.009362
174,0.002881,0.008642
175,0.002521,0.007562
176,0.002160,0.006481
177,0.001800,0.005401
178,0.001440,0.004321
179,0.001440,0.005401
180,0.001080,0.004321
181,0.001440,0.003601
182,0.001080,0.002881
183,0.001080,0.003241
184,0.000720,0.002881
185,0.000720,0.002881
186,0.000720,0.002881
187,0.000360,0.001440
188,0.000360,0.002160
189,0.000360,0.001440
190,0.000360,0.001440
191,0.000360,0.001440
192,0.000000,0.001440
193,0.000000,0.001440
194,0.000000,0.000000
195,0.000000,0.000000
196,0.000000,0.000000
197,0.000000,0.000000
198,0.000000,0.000000
199,0.000000,0.000000
200,0.000000,0.000000
201,0.000000,0.000000
202,0.000000,0.000000
203,0.000000,0.000000
204,0.000000,0.000000
205,0.000000,0.000000
206,0.000000,0.000000
207,0.000000,0.000000
208,0.000000,0.000000
209,0.000000,0.000000
210,0.000000,0.000000
211,0.000000,0.000000
212,0.000000,0.000000
213,0.000000,0.000000
214,0.000000,0.000000
215,0.000000,0.000000
216,0.000000,0.000000
217,0.000000,0.000000
218,0.000000,0.000000
219,0.000000,0.000000
220,0.000000,0.000000
221,0.000000,0.000000
222,0.001080,0.014763
223,0.003241,0.035288
224,0.005401,0.056173
225,0.006842,0.075617
226,0.015484,0.083539
227,0.013323,0.098302
228,0.011163,0.103704
229,0.010802,0.111265
230,0.015123,0.105504
231,0.012603,0.110905
232,0.010442,0.109105
233,0.009362,0.108385
234,0.007922,0.108745
235,0.007202,0.107305
236,0.006842,0.101183
237,0.005401,0.098663
238,0.005401,0.093981
239,0.004681,0.090021
240,0.003961,0.084979
241,0.003241,0.080298
242,0.003241,0.074897
243,0.003241,0.069496
