Time,Subsystem 94,Subsystem 107
1,0.000000,0.000000
2,0.000000,0.000000
3,0.000000,0.000000
4,0.000000,0.000000
5,0.000000,0.000000
6,0.000000,0.000000
7,0.000000,0.000000
8,0.000000,0.000000
9,0.000000,0.000000
10,0.000000,0.000000
11,0.000000,0.000720
12,0.000000,0.000720
13,0.000000,0.001440
14,0.000000,0.001440
15,0.000000,0.002160
16,0.000000,0.002881
17,0.000000,0.002881
18,0.000000,0.002881
19,0.000000,0.004321
20,0.000000,0.004681
21,0.000000,0.005041
22,0.000000,0.005401
23,0.000000,0.005401
24,0.000000,0.006121
25,0.000000,0.006842
26,0.000000,0.007922
27,0.000000,0.008642
28,0.000000,0.008642
29,0.000000,0.008642
30,0.000000,0.008642
31,0.000000,0.009002
32,0.000000,0.009722
33,0.000000,0.010802
34,0.000000,0.011523
35,0.000000,0.012243
36,0.000000,0.011523
37,0.000000,0.012243
38,0.000000,0.012603
39,0.000000,0.013323
40,0.000000,0.013683
41,0.000000,0.013683
42,0.000000,0.013683
43,0.000000,0.013683
44,0.000000,0.013683
45,0.000000,0.013683
46,0.000000,0.013683
47,0.000000,0.013683
48,0.000000,0.013683
49,0.000000,0.013323
50,0.000000,0.014043
51,0.000000,0.014043
52,0.000000,0.014043
53,0.000000,0.014043
54,0.000000,0.014403
55,0.000000,0.014403
56,0.000000,0.014403
57,0.000000,0.017284
58,0.000000,0.020165
59,0.000000,0.023045
60,0.000000,0.025926
61,0.000000,0.028807
62,0.000000,0.031687
63,0.000000,0.034568
64,0.000000,0.037449
65,0.000000,0.040329
66,0.000000,0.043210
67,0.000000,0.046091
68,0.000000,0.048971
69,0.000000,0.052212
70,0.000000,0.055093
71,0.000000,0.057973
72,0.000000,0.060854
73,0.000000,0.063735
74,0.000000,0.065535
75,0.000000,0.068416
76,0.000000,0.070576
77,0.000000,0.073097
78,0.000000,0.075257
79,0.000000,0.077778
80,0.000000,0.080658
81,0.000000,0.083539
82,0.000000,0.086420
83,0.000000,0.089300
84,0.000000,0.092181
85,0.000000,0.095062
86,0.000000,0.097582
87,0.000000,0.100463
88,0.000000,0.103344
89,0.000000,0.106224
90,0.000000,0.109105
91,0.000000,0.113066
92,0.000000,0.115947
93,0.000000,0.118827
94,0.000000,0.121708
95,0.000000,0.124949
96,0.000000,0.127829
97,0.000000,0.130710
98,0.000000,0.133591
99,0.000000,0.136471
100,0.000000,0.139352
101,0.000000,0.142233
102,0.000000,0.145113
103,0.000000,0.147994
104,0.000000,0.149794
105,0.000000,0.152675
106,0.000000,0.154835
107,0.000000,0.156996
108,0.000000,0.158796
109,0.000000,0.160597
110,0.000000,0.162397
111,0.000000,0.129630
112,0.000000,0.103344
113,0.000000,0.083539
114,0.000000,0.067695
115,0.000000,0.054012
116,0.000000,0.043930
117,0.000000,0.035648
118,0.000000,0.029167
119,0.000000,0.024126
120,0.000000,0.020165
121,0.000000,0.017284
122,0.000000,0.014763
123,0.000000,0.013323
124,0.000000,0.013323
125,0.000000,0.012963
126,0.000000,0.014043
127,0.000000,0.016204
128,0.000000,0.018364
129,0.000000,0.020525
130,0.000000,0.023765
131,0.000000,0.028447
132,0.000000,0.033848
133,0.000000,0.039609
134,0.000000,0.045370
135,0.000000,0.050772
136,0.000000,0.055093
137,0.000000,0.060854
138,0.000000,0.061574
139,0.000000,0.060134
140,0.000000,0.066975
141,0.000000,0.071296
142,0.000000,0.073097
143,0.000000,0.072737
144,0.000000,0.065895
145,0.000000,0.066615
146,0.000000,0.065535
147,0.000000,0.062654
148,0.000000,0.053292
149,0.000000,0.053652
150,0.000000,0.051852
151,0.000000,0.050051
152,0.000000,0.046451
153,0.000000,0.044290
154,0.000000,0.041409
155,0.000000,0.038889
156,0.000000,0.036368
157,0.000000,0.034208
158,0.000000,0.031687
159,0.000000,0.029527
160,0.000000,0.028086
161,0.000000,0.027366
162,0.000000,0.024846
163,0.000000,0.025926
164,0.000000,0.027006
165,0.000000,0.027366
166,0.000000,0.027366
167,0.000000,0.034208
168,0.000000,0.041049
169,0.000000,0.048251
170,0.000000,0.055813
171,0.000000,0.064095
172,0.000000,0.072377
173,0.000000,0.081019
174,0.000000,0.089300
175,0.000000,0.097582
176,0.000000,0.105864
177,0.000000,0.114866
178,0.000000,0.124228
179,0.000000,0.133591
180,0.000000,0.142593
181,0.000000,0.151955
182,0.000000,0.162757
183,0.000000,0.173200
184,0.000000,0.184002
185,0.000000,0.193364
186,0.000000,0.204167
187,0.000000,0.215329
188,0.000000,0.226852
189,0.000000,0.237654
190,0.000000,0.249177
191,0.000000,0.260700
192,0.000000,0.272222
193,0.000000,0.284105
194,0.000000,0.295628
195,0.000000,0.306790
196,0.000000,0.317593
197,0.000000,0.328395
198,0.000000,0.338837
199,0.000000,0.348920
200,0.000000,0.358642
201,0.000000,0.368004
202,0.000000,0.377006
203,0.000000,0.385648
204,0.000000,0.393930
205,0.000000,0.401492
206,0.000000,0.408333
207,0.000000,0.415175
208,0.000000,0.422377
209,0.000000,0.429578
210,0.000000,0.436420
211,0.000000,0.442901
212,0.000000,0.449023
213,0.000000,0.455144
214,0.000000,0.461265
215,0.000000,0.467027
216,0.000000,0.472788
217,0.000000,0.477829
218,0.000000,0.482870
219,0.000000,0.486831
220,0.000000,0.491512
221,0.000000,0.390329
222,0.000000,0.310391
223,0.000000,0.247737
224,0.000000,0.198405
225,0.000000,0.159156
226,0.000000,0.128549
227,0.000000,0.103344
228,0.000000,0.084259
229,0.000000,0.069496
230,0.000000,0.057613
231,0.000000,0.048611
232,0.000000,0.040329
233,0.000000,0.034568
234,0.000000,0.029527
235,0.000000,0.025926
236,0.000000,0.023405
237,0.000000,0.020525
238,0.000000,0.018724
239,0.000000,0.017644
240,0.000000,0.016204
241,0.000000,0.015123
242,0.000000,0.014043
243,0.000000,0.013683
244,0.000000,0.013683
245,0.000000,0.015123
246,0.000000,0.018724
247,0.000000,0.023405
248,0.000000,0.031327
249,0.000000,0.042850
