Time,Subsystem 22,Subsystem 29,Subsystem 32
1,0.000000,0.000000,0.000000
2,0.000000,0.000000,0.000000
3,0.000000,0.000000,0.000000
4,0.000000,0.000000,0.000000
5,0.000000,0.000000,0.000000
6,0.000000,0.000000,0.000000
7,0.000000,0.000000,0.000000
8,0.000000,0.000000,0.000000
9,0.000000,0.000000,0.000000
10,0.000000,0.000000,0.000000
11,0.000000,0.000000,0.000000
12,0.000000,0.000000,0.000000
13,0.000000,0.000000,0.000000
14,0.000000,0.000000,0.000000
15,0.000309,0.000000,0.000000
16,0.000309,0.000000,0.000000
17,0.000309,0.000000,0.000000
18,0.000309,0.000000,0.000309
19,0.000309,0.000000,0.000309
20,0.000309,0.000000,0.000926
21,0.000617,0.000000,0.000926
22,0.000617,0.000000,0.000926
23,0.001235,0.000000,0.001235
24,0.001235,0.000000,0.001852
25,0.001543,0.000000,0.001852
26,0.002160,0.000000,0.001852
27,0.002160,0.000000,0.002778
28,0.003086,0.000000,0.002778
29,0.004321,0.000000,0.002778
30,0.004938,0.000000,0.003395
31,0.006173,0.000000,0.003395
32,0.006173,0.000000,0.004630
33,0.007099,0.000000,0.004630
34,0.007099,0.000000,0.006481
35,0.008333,0.000000,0.006790
36,0.008333,0.000000,0.008642
37,0.008642,0.000000,0.010185
38,0.009259,0.000000,0.011420
39,0.009568,0.000000,0.013272
40,0.010494,0.000000,0.014506
41,0.011420,0.000000,0.016049
42,0.012963,0.000000,0.016975
43,0.012963,0.000617,0.019136
44,0.013889,0.001235,0.020679
45,0.016049,0.001852,0.021296
46,0.016975,0.002469,0.023148
47,0.017593,0.003086,0.025617
48,0.018519,0.003704,0.027778
49,0.020062,0.004321,0.028704
50,0.021605,0.004938,0.030556
51,0.022222,0.005556,0.032716
52,0.023148,0.006173,0.034877
53,0.025617,0.006173,0.036420
54,0.026543,0.006790,0.038889
55,0.028395,0.006790,0.041049
56,0.029012,0.007407,0.043827
57,0.030864,0.007407,0.046605
58,0.032716,0.008025,0.048765
59,0.034259,0.008642,0.051235
60,0.035494,0.009259,0.054012
61,0.037346,0.009259,0.056790
62,0.039198,0.010185,0.058025
63,0.040741,0.010802,0.060494
64,0.042593,0.011420,0.062654
65,0.044444,0.011420,0.065432
66,0.046296,0.012037,0.067901
67,0.047222,0.012654,0.070679
68,0.049074,0.013272,0.073148
69,0.050926,0.013272,0.076235
70,0.052778,0.013889,0.078704
71,0.054630,0.014506,0.081173
72,0.056481,0.015123,0.083642
73,0.047840,0.012346,0.071605
74,0.041049,0.011111,0.061111
75,0.035185,0.010185,0.052469
76,0.030556,0.008951,0.045370
77,0.027160,0.007407,0.039815
78,0.023765,0.006790,0.035494
79,0.021296,0.006173,0.031481
80,0.019753,0.005556,0.028086
81,0.018519,0.005556,0.025000
82,0.016049,0.005556,0.022840
83,0.014815,0.005556,0.020679
84,0.014198,0.005556,0.018210
85,0.012037,0.005864,0.017593
86,0.012037,0.005556,0.015123
87,0.010185,0.005556,0.014506
88,0.009568,0.005556,0.013272
89,0.009259,0.005556,0.012037
90,0.008025,0.005556,0.011728
91,0.008642,0.005556,0.009877
92,0.007716,0.005556,0.009568
93,0.007099,0.005864,0.008642
94,0.007099,0.005556,0.007407
95,0.006173,0.005556,0.007407
96,0.006173,0.004938,0.006790
97,0.005556,0.004938,0.006481
98,0.004938,0.004938,0.006481
99,0.004630,0.004938,0.006173
100,0.004321,0.004938,0.005864
101,0.004012,0.004938,0.005556
102,0.003704,0.004938,0.005247
103,0.003395,0.004938,0.004938
104,0.003086,0.004938,0.004938
105,0.003086,0.004938,0.004938
106,0.003086,0.005556,0.004938
107,0.003086,0.005556,0.005247
108,0.003395,0.005556,0.004938
109,0.003086,0.005556,0.005247
110,0.003086,0.006173,0.004630
111,0.003086,0.005556,0.004321
112,0.002778,0.004938,0.005247
113,0.002778,0.004938,0.005247
114,0.002778,0.004938,0.005247
115,0.002778,0.004938,0.005247
116,0.002778,0.004938,0.005247
117,0.003086,0.006173,0.005556
118,0.004321,0.006173,0.005864
119,0.004630,0.006790,0.006481
120,0.004938,0.007407,0.007099
121,0.005247,0.008025,0.007407
122,0.005556,0.008642,0.008025
123,0.005864,0.009259,0.008333
124,0.006173,0.010494,0.008951
125,0.006790,0.011111,0.009877
126,0.007407,0.012963,0.011111
127,0.008333,0.014198,0.013889
128,0.010185,0.014815,0.016975
129,0.013272,0.015432,0.021914
130,0.017593,0.016358,0.027469
131,0.022222,0.016667,0.034877
132,0.028395,0.017593,0.042284
133,0.035802,0.018519,0.050000
134,0.042901,0.019444,0.060185
135,0.050617,0.020679,0.070370
136,0.060802,0.022222,0.078395
137,0.072222,0.025000,0.086111
138,0.082716,0.026852,0.095988
139,0.092901,0.029630,0.105864
140,0.103086,0.032099,0.116667
141,0.115123,0.034568,0.126235
142,0.124691,0.037963,0.136728
143,0.137346,0.041358,0.145062
144,0.145988,0.043827,0.156790
145,0.157099,0.047222,0.166049
146,0.169753,0.049691,0.173457
147,0.177778,0.053086,0.184877
148,0.188272,0.056481,0.193210
149,0.199383,0.058951,0.201543
150,0.208951,0.062346,0.210185
151,0.217593,0.064815,0.220062
152,0.227160,0.067284,0.228086
153,0.237764,0.069799,0.234764
154,0.247659,0.073322,0.241813
155,0.256873,0.076091,0.251606
156,0.267400,0.079155,0.260541
157,0.279082,0.082163,0.267240
158,0.287455,0.084458,0.271820
159,0.291515,0.085655,0.272728
160,0.293757,0.086206,0.271539
161,0.295019,0.086614,0.269985
162,0.297964,0.086976,0.266514
163,0.298426,0.087395,0.265631
164,0.299733,0.087064,0.264811
165,0.299633,0.087551,0.264557
166,0.302024,0.088025,0.261660
167,0.302420,0.087785,0.261488
168,0.303807,0.088310,0.259534
169,0.304171,0.088133,0.259347
170,0.305517,0.088707,0.257382
171,0.305482,0.088565,0.257559
172,0.307017,0.089121,0.255480
173,0.307205,0.088915,0.255499
174,0.308199,0.089449,0.253979
175,0.308690,0.089339,0.253601
176,0.308807,0.089325,0.253499
177,0.308047,0.089188,0.254390
178,0.307307,0.089056,0.255257
179,0.307681,0.088926,0.255014
180,0.307918,0.088889,0.254815
181,0.307836,0.089462,0.254327
182,0.307967,0.089390,0.254269
183,0.307862,0.089434,0.254330
184,0.307276,0.089336,0.255010
185,0.306895,0.089295,0.255428
186,0.306429,0.089229,0.255958
187,0.306556,0.089218,0.255842
188,0.306380,0.089234,0.256001
189,0.306299,0.089276,0.256040
190,0.306819,0.089213,0.255586
191,0.307038,0.089176,0.255405
192,0.306864,0.089192,0.255562
193,0.306414,0.089863,0.255343
194,0.306444,0.089965,0.255210
195,0.304315,0.090709,0.256757
196,0.305491,0.088961,0.251053
197,0.250309,0.073148,0.204012
198,0.210494,0.060802,0.168210
199,0.179321,0.050309,0.137654
200,0.150309,0.042901,0.114506
201,0.128086,0.036728,0.093827
202,0.108642,0.030556,0.078704
203,0.093827,0.025617,0.064506
204,0.078395,0.022840,0.054938
205,0.068519,0.019444,0.045062
206,0.058642,0.017593,0.037346
207,0.049691,0.015123,0.032407
208,0.043210,0.013580,0.027160
209,0.036728,0.012346,0.024074
210,0.032099,0.011728,0.020370
211,0.028086,0.010494,0.017284
212,0.024074,0.009877,0.016049
213,0.021296,0.008951,0.013889
214,0.018519,0.008025,0.013272
