Time,North,East,South,West
1,blue,red,blue,red
2,blue,red,blue,red
3,blue,red,blue,red
4,blue,red,blue,red
5,blue,red,blue,red
6,blue,red,blue,red
7,blue,red,blue,red
8,blue,red,blue,red
9,blue,red,blue,red
10,blue,red,blue,red
11,blue,red,blue,red
12,blue,red,blue,red
13,blue,red,blue,red
14,blue,red,blue,red
15,blue,red,blue,red
16,blue,red,blue,red
17,blue,red,blue,red
18,blue,red,blue,red
19,blue,red,blue,red
20,blue,red,blue,red
21,blue,red,blue,red
22,blue,red,blue,red
23,blue,red,blue,red
24,blue,red,blue,red
25,blue,red,blue,red
26,blue,red,blue,red
27,blue,red,blue,red
28,blue,red,blue,red
29,blue,red,blue,red
30,blue,red,blue,red
31,blue,red,blue,red
32,blue,red,blue,red
33,blue,red,blue,red
34,blue,red,blue,red
35,blue,red,blue,red
36,blue,red,blue,red
37,blue,red,blue,red
38,yellow,red,yellow,red
39,yellow,red,yellow,red
40,yellow,red,yellow,red
41,yellow,red,yellow,red
42,red,red,red,red
43,red,red,red,red
44,red,red,red,red
45,red,red,red,red
46,red,red,red,red
47,red,red,red,red
48,red,red,red,red
49,red,red,red,red
50,red,red,red,red
51,red,red,red,red
52,red,red,red,red
53,red,red,red,red
54,red,blue,red,blue
55,red,blue,red,blue
56,red,blue,red,blue
57,red,blue,red,blue
58,red,blue,red,blue
59,red,blue,red,blue
60,red,blue,red,blue
61,red,blue,red,blue
62,red,blue,red,blue
63,red,blue,red,blue
64,red,blue,red,blue
65,red,blue,red,blue
66,red,blue,red,blue
67,red,blue,red,blue
68,red,blue,red,blue
69,red,blue,red,blue
70,red,blue,red,blue
71,red,blue,red,blue
72,red,blue,red,blue
73,red,blue,red,blue
74,red,blue,red,blue
75,red,blue,red,blue
76,red,blue,red,blue
77,red,blue,red,blue
78,red,blue,red,blue
79,red,blue,red,blue
80,red,blue,red,blue
81,red,blue,red,blue
82,red,blue,red,blue
83,red,blue,red,blue
84,red,blue,red,blue
