Time,Mean,Mean+SD,Mean-SD,SD
1,0.001286,0.001286,0.001286,0.000000
2,0.001286,0.001286,0.001286,0.000000
3,0.001286,0.001286,0.001286,0.000000
4,0.001286,0.001286,0.001286,0.000000
5,0.001286,0.001286,0.001286,0.000000
6,0.001286,0.001286,0.001286,0.000000
7,0.001287,0.001287,0.001287,0.000000
8,0.001287,0.001287,0.001287,0.000000
9,0.001288,0.001288,0.001288,0.000000
10,0.001289,0.001289,0.001289,0.000000
11,0.001289,0.001289,0.001289,0.000000
12,0.001290,0.001290,0.001290,0.000000
13,0.001290,0.001290,0.001290,0.000000
14,0.001291,0.001291,0.001291,0.000000
15,0.001291,0.001291,0.001291,0.000000
16,0.001292,0.001292,0.001292,0.000000
17,0.001293,0.001293,0.001293,0.000000
18,0.001294,0.001294,0.001294,0.000000
19,0.001295,0.001295,0.001295,0.000000
20,0.001295,0.001295,0.001295,0.000000
21,0.001304,0.001304,0.001304,0.000000
22,0.001312,0.001312,0.001312,0.000000
23,0.001320,0.001320,0.001320,0.000000
24,0.001329,0.001329,0.001328,0.000000
25,0.001337,0.001337,0.001337,0.000000
26,0.001347,0.001347,0.001346,0.000000
27,0.001355,0.001355,0.001355,0.000000
28,0.001366,0.001366,0.001366,0.000000
29,0.001374,0.001375,0.001374,0.000000
30,0.001386,0.001386,0.001386,0.000000
31,0.001395,0.001395,0.001394,0.000000
32,0.001407,0.001408,0.001407,0.000000
33,0.001416,0.001416,0.001416,0.000000
34,0.001430,0.001431,0.001430,0.000000
35,0.001439,0.001439,0.001439,0.000000
36,0.001455,0.001455,0.001455,0.000000
37,0.001464,0.001464,0.001464,0.000000
38,0.001481,0.001482,0.001481,0.000000
39,0.001490,0.001491,0.001490,0.000000
40,0.001510,0.001510,0.001509,0.000000
41,0.001519,0.001519,0.001518,0.000000
42,0.001540,0.001540,0.001540,0.000000
43,0.001549,0.001549,0.001549,0.000000
44,0.001564,0.001564,0.001563,0.000000
45,0.001564,0.001564,0.001563,0.000000
46,0.001564,0.001564,0.001564,0.000000
47,0.001572,0.001572,0.001572,0.000000
48,0.001572,0.001572,0.001572,0.000000
49,0.001572,0.001572,0.001572,0.000000
50,0.001572,0.001572,0.001572,0.000000
51,0.001572,0.001572,0.001572,0.000000
52,0.001572,0.001572,0.001572,0.000000
53,0.001572,0.001572,0.001572,0.000000
54,0.001572,0.001572,0.001572,0.000000
55,0.001572,0.001572,0.001572,0.000000
56,0.001583,0.001583,0.001583,0.000000
57,0.001596,0.001596,0.001596,0.000000
58,0.001612,0.001613,0.001612,0.000000
59,0.001628,0.001629,0.001628,0.000000
60,0.001644,0.001644,0.001644,0.000000
61,0.001659,0.001659,0.001659,0.000000
62,0.001675,0.001675,0.001675,0.000000
63,0.001688,0.001688,0.001688,0.000000
64,0.001702,0.001702,0.001702,0.000000
65,0.001716,0.001716,0.001715,0.000000
66,0.001728,0.001728,0.001728,0.000000
67,0.001740,0.001740,0.001740,0.000000
68,0.001751,0.001751,0.001751,0.000000
69,0.001762,0.001762,0.001762,0.000000
70,0.001772,0.001772,0.001772,0.000000
71,0.001782,0.001782,0.001782,0.000000
72,0.001787,0.001787,0.001787,0.000000
73,0.001796,0.001796,0.001795,0.000000
74,0.001803,0.001803,0.001803,0.000000
75,0.001808,0.001808,0.001808,0.000000
76,0.001814,0.001814,0.001814,0.000000
77,0.001820,0.001820,0.001820,0.000000
78,0.001825,0.001825,0.001825,0.000000
79,0.001831,0.001831,0.001831,0.000000
80,0.001837,0.001837,0.001837,0.000000
81,0.001843,0.001843,0.001843,0.000000
82,0.001849,0.001849,0.001849,0.000000
83,0.001855,0.001855,0.001855,0.000000
84,0.001861,0.001861,0.001861,0.000000
85,0.001868,0.001868,0.001868,0.000000
86,0.001874,0.001874,0.001874,0.000000
87,0.001882,0.001882,0.001882,0.000000
88,0.001888,0.001888,0.001888,0.000000
89,0.001894,0.001894,0.001894,0.000000
90,0.001901,0.001901,0.001901,0.000000
91,0.001655,0.001655,0.001655,0.000000
92,0.001490,0.001490,0.001490,0.000000
93,0.001394,0.001394,0.001394,0.000000
94,0.001349,0.001349,0.001349,0.000000
95,0.001326,0.001326,0.001326,0.000000
96,0.001313,0.001313,0.001313,0.000000
97,0.001305,0.001305,0.001305,0.000000
98,0.001302,0.001302,0.001302,0.000000
99,0.001301,0.001301,0.001301,0.000000
100,0.001298,0.001298,0.001298,0.000000
101,0.001298,0.001298,0.001298,0.000000
102,0.001298,0.001298,0.001298,0.000000
103,0.001299,0.001299,0.001299,0.000000
104,0.001298,0.001298,0.001298,0.000000
105,0.001298,0.001298,0.001298,0.000000
106,0.001297,0.001297,0.001297,0.000000
107,0.001297,0.001297,0.001297,0.000000
108,0.001296,0.001296,0.001296,0.000000
109,0.001296,0.001296,0.001296,0.000000
110,0.001297,0.001297,0.001297,0.000000
111,0.001297,0.001297,0.001297,0.000000
112,0.001297,0.001297,0.001297,0.000000
113,0.001297,0.001297,0.001297,0.000000
114,0.001297,0.001297,0.001297,0.000000
115,0.001297,0.001297,0.001297,0.000000
116,0.001297,0.001297,0.001297,0.000000
117,0.001297,0.001297,0.001297,0.000000
118,0.001297,0.001297,0.001297,0.000000
119,0.001295,0.001295,0.001295,0.000000
120,0.001295,0.001295,0.001295,0.000000
121,0.001295,0.001295,0.001295,0.000000
122,0.001336,0.001336,0.001336,0.000000
123,0.001379,0.001379,0.001378,0.000001
124,0.001423,0.001425,0.001422,0.000002
125,0.001471,0.001474,0.001468,0.000003
126,0.001524,0.001527,0.001520,0.000004
127,0.001582,0.001587,0.001577,0.000005
128,0.001649,0.001654,0.001643,0.000006
129,0.001726,0.001732,0.001719,0.000006
130,0.001823,0.001830,0.001815,0.000007
131,0.001935,0.001944,0.001926,0.000009
132,0.002080,0.002090,0.002070,0.000010
133,0.002260,0.002279,0.002240,0.000019
134,0.002500,0.002558,0.002446,0.000055
135,0.002832,0.002901,0.002766,0.000066
136,0.003316,0.003401,0.003235,0.000081
137,0.003768,0.003895,0.003651,0.000117
138,0.004443,0.004589,0.004306,0.000136
139,0.005233,0.005388,0.005087,0.000146
140,0.006077,0.006235,0.005929,0.000149
141,0.007052,0.007209,0.006902,0.000150
142,0.007846,0.007987,0.007710,0.000136
143,0.008856,0.008987,0.008730,0.000126
144,0.010191,0.010316,0.010069,0.000122
145,0.012303,0.012435,0.012174,0.000129
146,0.012611,0.012708,0.012515,0.000096
147,0.012644,0.012713,0.012577,0.000067
148,0.015695,0.015770,0.015620,0.000075
149,0.015728,0.015781,0.015676,0.000052
150,0.021100,0.021168,0.021032,0.000068
151,0.021121,0.021168,0.021074,0.000047
152,0.023532,0.032216,0.032060,-0.008528
153,0.023546,0.038211,0.038057,-0.014511
154,0.023561,0.045989,0.045834,-0.022273
155,0.023578,0.053274,0.053129,-0.029551
156,0.023596,0.061431,0.061297,-0.037701
157,0.023619,0.061433,0.061341,-0.037722
158,0.023642,0.061441,0.061378,-0.037736
159,0.023665,0.061455,0.061411,-0.037746
160,0.023690,0.061472,0.061443,-0.037753
161,0.023715,0.061493,0.061473,-0.037758
162,0.023715,-520.225036,520.227466,-520.203751
163,0.023742,-760.721565,760.724049,-760.700307
164,0.023742,-1113.339710,1113.342194,-1113.318452
165,0.023742,-1630.709953,1630.712436,-1630.688694
166,0.023742,-2390.308564,2390.311048,-2390.287306
167,0.023742,-3506.244152,3506.246635,-3506.222893
168,0.023742,-5146.658463,5146.660947,-5146.637205
169,0.023742,-7559.416522,7559.418996,-7559.395254
170,0.023742,-11110.080367,11110.082872,-11110.059130
171,0.023742,-16338.075098,16338.077582,-16338.053840
172,0.023742,-24039.521856,24039.524240,-24039.500498
173,0.023742,-35390.020111,35390.022811,-35389.999069
174,0.023742,-52126.531829,52126.533844,-52126.510102
175,0.023742,-76814.966476,76814.968960,-76814.945218
176,0.023779,-113249.252319,113249.254876,-113249.231098
177,0.023814,-167039.324055,167039.326682,-167039.302869
178,0.023850,-246477.300414,246477.313605,-246477.289756
179,0.023886,-363851.142028,363851.167665,-363851.143778
180,0.023925,-537332.704783,537332.707634,-537332.683708
181,0.023967,-793875.750209,793875.753143,-793875.729176
182,0.024020,-1173307.865996,1173308.106785,-1173308.082766
183,0.024065,-1734464.244837,1734464.247968,-1734464.223903
184,0.024110,-2564542.654554,2564542.657773,-2564542.633663
185,0.024170,-3794034.986600,3794034.989940,-3794034.965770
186,0.024220,-5614561.679220,5614567.126784,-5614567.102563
187,0.024274,-8316016.327744,8316028.274667,-8316028.250393
188,0.024342,-12325279.542060,12325253.310302,-12325253.285960
189,0.024409,-18230408.593418,18230408.597237,-18230408.572827
190,0.024482,-27044278.897478,27044278.901442,-27044278.876960
191,0.024554,-39988000.012088,39988000.016196,-39987999.991642
192,0.024631,-58961187.481809,58961187.486071,-58961187.461440
193,0.024709,-88044618.463986,88045957.244630,-88045957.219920
194,0.024790,-128326368.023235,128326368.027816,-128326368.003026
195,0.024872,-192485286.150403,192491685.054325,-192491685.029452
196,0.024957,-280485486.242834,280485486.247747,-280485486.222791
197,0.025038,-409038031.789479,409038031.794554,-409038031.769516
198,0.025124,-633378076.791052,633378076.796299,-633378076.771175
199,0.025216,-853780946.332846,853655075.640013,-853655075.614796
200,0.025311,-1227287490.045468,1227027416.414716,-1227027416.389405
201,0.025404,-1636614578.303421,1636152127.170969,-1636152127.145565
202,0.025504,-2805398438.973634,2805398438.979642,-2805398438.954138
203,0.025606,-3928319116.718591,3925655849.527025,-3925655849.501419
204,0.025704,-4907069811.901695,4907069811.908102,-4907069811.882399
205,0.025814,-6550161061.136709,6542759749.209846,-6542759749.184031
206,0.025932,-19695042102.199902,19628279247.623028,-19628279247.597095
207,0.026052,inf,inf,-inf
208,0.026180,inf,inf,-inf
209,0.026311,-19695042102.199524,19628279247.623405,-19628279247.597095
210,0.026396,-9814139623.805901,9814139623.813694,-9814139623.787298
211,0.009083,0.009083,0.009083,0.000000
212,0.006392,0.006402,0.006382,0.000010
213,0.005095,0.005121,0.005070,0.000025
214,0.004195,0.004231,0.004159,0.000036
215,0.003538,0.003581,0.003496,0.000042
216,0.003043,0.003088,0.002998,0.000044
217,0.002674,0.002720,0.002630,0.000044
218,0.002376,0.002420,0.002333,0.000043
219,0.002155,0.002199,0.002113,0.000042
220,0.001972,0.002015,0.001931,0.000041
221,0.001832,0.001875,0.001792,0.000040
222,0.001690,0.001708,0.001673,0.000017
223,0.001554,0.001560,0.001547,0.000006
224,0.001451,0.001454,0.001449,0.000002
225,0.001396,0.001397,0.001395,0.000001
226,0.001364,0.001364,0.001363,0.000000
227,0.001343,0.001343,0.001343,0.000000
228,0.001329,0.001329,0.001329,0.000000
229,0.001322,0.001322,0.001322,0.000000
230,0.001318,0.001318,0.001318,0.000000
231,0.001315,0.001315,0.001315,0.000000
232,0.001313,0.001313,0.001313,0.000000
