Time,Mean,Mean+SD,Mean-SD,SD
1,0.009429,0.009429,0.009429,0.000000
2,0.009439,0.009439,0.009439,0.000000
3,0.009455,0.009455,0.009455,0.000000
4,0.009472,0.009472,0.009472,0.000000
5,0.009488,0.009488,0.009488,0.000000
6,0.009505,0.009505,0.009505,0.000000
7,0.009522,0.009522,0.009522,0.000000
8,0.009539,0.009539,0.009539,0.000000
9,0.009556,0.009556,0.009556,0.000000
10,0.009572,0.009572,0.009572,0.000000
11,0.009588,0.009588,0.009588,0.000000
12,0.009604,0.009604,0.009604,0.000000
13,0.009620,0.009620,0.009620,0.000000
14,0.009635,0.009635,0.009635,0.000000
15,0.009649,0.009649,0.009649,0.000000
16,0.009664,0.009664,0.009664,0.000000
17,0.009679,0.009679,0.009679,0.000000
18,0.009693,0.009693,0.009693,0.000000
19,0.009707,0.009708,0.009707,0.000000
20,0.009720,0.009720,0.009720,0.000000
21,0.009734,0.009734,0.009734,0.000000
22,0.009747,0.009747,0.009747,0.000000
23,0.009761,0.009761,0.009761,0.000000
24,0.009772,0.009773,0.009772,0.000000
25,0.009784,0.009784,0.009784,0.000000
26,0.009796,0.009796,0.009795,0.000000
27,0.009806,0.009807,0.009806,0.000000
28,0.009818,0.009818,0.009817,0.000000
29,0.009829,0.009829,0.009829,0.000000
30,0.009838,0.009839,0.009838,0.000000
31,0.009848,0.009848,0.009848,0.000000
32,0.009858,0.009858,0.009857,0.000000
33,0.009868,0.009868,0.009867,0.000000
34,0.009876,0.009877,0.009876,0.000000
35,0.009886,0.009886,0.009885,0.000000
36,0.009894,0.009894,0.009894,0.000000
37,0.009902,0.009902,0.009902,0.000000
38,0.009909,0.009909,0.009908,0.000000
39,0.009916,0.009916,0.009915,0.000000
40,0.009922,0.009922,0.009922,0.000000
41,0.009931,0.009931,0.009930,0.000000
42,0.009938,0.009938,0.009937,0.000000
43,0.009946,0.009946,0.009945,0.000000
44,0.009951,0.009952,0.009951,0.000000
45,0.009958,0.009959,0.009958,0.000000
46,0.009966,0.009966,0.009965,0.000000
47,0.009971,0.009971,0.009970,0.000001
48,0.009978,0.009978,0.009977,0.000001
49,0.009981,0.009982,0.009981,0.000001
50,0.009985,0.009985,0.009984,0.000001
51,0.009990,0.009991,0.009990,0.000001
52,0.009993,0.009993,0.009992,0.000001
53,0.009999,0.009999,0.009998,0.000001
54,0.010004,0.010004,0.010003,0.000001
55,0.010009,0.010010,0.010009,0.000001
56,0.010015,0.010015,0.010014,0.000001
57,0.010020,0.010021,0.010020,0.000001
58,0.010041,0.010042,0.010041,0.000001
59,0.010063,0.010064,0.010062,0.000001
60,0.010085,0.010086,0.010084,0.000001
61,0.010107,0.010108,0.010107,0.000001
62,0.010129,0.010130,0.010128,0.000001
63,0.010152,0.010152,0.010151,0.000001
64,0.010173,0.010174,0.010173,0.000001
65,0.010196,0.010197,0.010195,0.000001
66,0.010220,0.010220,0.010219,0.000001
67,0.010243,0.010244,0.010242,0.000001
68,0.010266,0.010267,0.010266,0.000001
69,0.010289,0.010289,0.010288,0.000001
70,0.010313,0.010314,0.010312,0.000001
71,0.010337,0.010337,0.010336,0.000001
72,0.010360,0.010360,0.010359,0.000001
73,0.010385,0.010386,0.010384,0.000001
74,0.010409,0.010410,0.010408,0.000001
75,0.010432,0.010432,0.010431,0.000001
76,0.010453,0.010454,0.010452,0.000001
77,0.010480,0.010481,0.010479,0.000001
78,0.010507,0.010508,0.010507,0.000001
79,0.010537,0.010538,0.010536,0.000001
80,0.010566,0.010567,0.010566,0.000001
81,0.010596,0.010597,0.010595,0.000001
82,0.010628,0.010629,0.010627,0.000001
83,0.010661,0.010662,0.010660,0.000001
84,0.010695,0.010696,0.010694,0.000001
85,0.010731,0.010732,0.010730,0.000001
86,0.010768,0.010769,0.010767,0.000001
87,0.010805,0.010806,0.010804,0.000001
88,0.010844,0.010845,0.010843,0.000001
89,0.010883,0.010885,0.010882,0.000001
90,0.010916,0.010917,0.010914,0.000001
91,0.010955,0.010956,0.010954,0.000001
92,0.010995,0.010996,0.010994,0.000001
93,0.011034,0.011036,0.011033,0.000001
94,0.011074,0.011075,0.011073,0.000001
95,0.011105,0.011106,0.011103,0.000001
96,0.011150,0.011152,0.011149,0.000001
97,0.011198,0.011199,0.011196,0.000001
98,0.011240,0.011241,0.011238,0.000001
99,0.011283,0.011285,0.011282,0.000001
100,0.011327,0.011329,0.011326,0.000002
101,0.011380,0.011381,0.011378,0.000002
102,0.011434,0.011436,0.011433,0.000002
103,0.011494,0.011496,0.011492,0.000002
104,0.011555,0.011557,0.011553,0.000002
105,0.011617,0.011618,0.011615,0.000002
106,0.011679,0.011681,0.011677,0.000002
107,0.011739,0.011741,0.011737,0.000002
108,0.011803,0.011805,0.011801,0.000002
109,0.011861,0.011863,0.011859,0.000002
110,0.011908,0.011910,0.011905,0.000002
111,0.011975,0.011977,0.011972,0.000002
112,0.012041,0.012043,0.012038,0.000002
113,0.012109,0.012112,0.012107,0.000003
114,0.012177,0.012180,0.012174,0.000003
115,0.012238,0.012241,0.012236,0.000003
116,0.012297,0.012300,0.012294,0.000003
117,0.012366,0.012369,0.012363,0.000003
118,0.012440,0.012443,0.012437,0.000003
119,0.012513,0.012516,0.012510,0.000003
120,0.012581,0.012584,0.012578,0.000003
121,0.012651,0.012654,0.012648,0.000003
122,0.012520,0.012523,0.012517,0.000003
123,0.012399,0.012402,0.012396,0.000003
124,0.012271,0.012274,0.012268,0.000003
125,0.012165,0.012168,0.012162,0.000003
126,0.012054,0.012057,0.012051,0.000003
127,0.011946,0.011949,0.011943,0.000003
128,0.011842,0.011845,0.011839,0.000003
129,0.011740,0.011742,0.011737,0.000003
130,0.011657,0.011660,0.011655,0.000003
131,0.011576,0.011579,0.011573,0.000003
132,0.011492,0.011495,0.011489,0.000003
133,0.011434,0.011437,0.011432,0.000003
134,0.011366,0.011368,0.011363,0.000003
135,0.011314,0.011317,0.011312,0.000002
136,0.011262,0.011264,0.011259,0.000002
137,0.011213,0.011216,0.011211,0.000002
138,0.011168,0.011170,0.011165,0.000002
139,0.011132,0.011134,0.011130,0.000002
140,0.011101,0.011104,0.011099,0.000002
141,0.011075,0.011077,0.011073,0.000002
142,0.011049,0.011052,0.011047,0.000002
143,0.011027,0.011030,0.011025,0.000002
144,0.011004,0.011006,0.011001,0.000002
145,0.010985,0.010988,0.010983,0.000002
146,0.010964,0.010966,0.010962,0.000002
147,0.010947,0.010949,0.010945,0.000002
148,0.010930,0.010932,0.010927,0.000002
149,0.010914,0.010916,0.010912,0.000002
150,0.010896,0.010898,0.010894,0.000002
151,0.010882,0.010884,0.010879,0.000002
152,0.010868,0.010870,0.010865,0.000002
153,0.010853,0.010855,0.010850,0.000002
154,0.010836,0.010838,0.010833,0.000002
155,0.010821,0.010823,0.010818,0.000002
156,0.010807,0.010809,0.010804,0.000002
157,0.010793,0.010796,0.010791,0.000002
158,0.010780,0.010782,0.010777,0.000002
159,0.010768,0.010771,0.010766,0.000002
160,0.010757,0.010759,0.010755,0.000002
161,0.010744,0.010746,0.010741,0.000002
162,0.010732,0.010735,0.010730,0.000002
163,0.010722,0.010724,0.010719,0.000002
164,0.010711,0.010713,0.010708,0.000002
165,0.010700,0.010702,0.010698,0.000002
166,0.010690,0.010692,0.010687,0.000002
167,0.010681,0.010683,0.010679,0.000002
168,0.010672,0.010674,0.010669,0.000002
169,0.010661,0.010664,0.010659,0.000002
170,0.010653,0.010655,0.010651,0.000002
