Time,Mean,Mean+SD,Mean-SD,SD
1,0.008571,0.008571,0.008571,0.000000
2,0.008571,0.008571,0.008571,0.000000
3,0.008571,0.008571,0.008571,0.000000
4,0.008571,0.008571,0.008571,0.000000
5,0.008571,0.008571,0.008571,0.000000
6,0.008571,0.008571,0.008571,0.000000
7,0.008571,0.008571,0.008571,0.000000
8,0.008572,0.008572,0.008572,0.000000
9,0.008572,0.008572,0.008572,0.000000
10,0.008573,0.008573,0.008573,0.000000
11,0.008573,0.008573,0.008573,0.000000
12,0.008574,0.008574,0.008574,0.000000
13,0.008576,0.008576,0.008576,0.000000
14,0.008577,0.008577,0.008577,0.000000
15,0.008579,0.008579,0.008579,0.000000
16,0.008581,0.008581,0.008581,0.000000
17,0.008584,0.008584,0.008584,0.000000
18,0.008587,0.008587,0.008587,0.000000
19,0.008590,0.008590,0.008590,0.000000
20,0.008593,0.008593,0.008593,0.000000
21,0.008596,0.008596,0.008596,0.000000
22,0.008600,0.008600,0.008600,0.000000
23,0.008603,0.008603,0.008603,0.000000
24,0.008608,0.008608,0.008608,0.000000
25,0.008613,0.008613,0.008613,0.000000
26,0.008619,0.008619,0.008619,0.000000
27,0.008624,0.008624,0.008624,0.000000
28,0.008631,0.008631,0.008631,0.000000
29,0.008637,0.008637,0.008637,0.000000
30,0.008641,0.008641,0.008641,0.000000
31,0.008649,0.008649,0.008649,0.000000
32,0.008656,0.008656,0.008656,0.000000
33,0.008663,0.008663,0.008663,0.000000
34,0.008669,0.008669,0.008669,0.000000
35,0.008678,0.008678,0.008678,0.000000
36,0.008687,0.008687,0.008687,0.000000
37,0.008693,0.008693,0.008693,0.000000
38,0.008701,0.008701,0.008701,0.000000
39,0.008711,0.008712,0.008711,0.000000
40,0.008722,0.008722,0.008722,0.000000
41,0.008729,0.008729,0.008729,0.000000
42,0.008739,0.008739,0.008739,0.000000
43,0.008750,0.008750,0.008750,0.000000
44,0.008761,0.008761,0.008761,0.000000
45,0.008768,0.008768,0.008767,0.000000
46,0.008779,0.008779,0.008779,0.000000
47,0.008792,0.008792,0.008791,0.000000
48,0.008804,0.008804,0.008804,0.000000
49,0.008814,0.008814,0.008813,0.000000
50,0.008827,0.008827,0.008826,0.000000
51,0.008840,0.008840,0.008840,0.000000
52,0.008849,0.008849,0.008849,0.000000
53,0.008863,0.008863,0.008863,0.000000
54,0.008877,0.008877,0.008877,0.000000
55,0.008882,0.008882,0.008882,0.000000
56,0.008891,0.008891,0.008891,0.000000
57,0.008898,0.008898,0.008897,0.000000
58,0.008891,0.008891,0.008891,0.000000
59,0.008882,0.008883,0.008882,0.000000
60,0.008876,0.008876,0.008875,0.000000
61,0.008866,0.008866,0.008866,0.000000
62,0.008858,0.008859,0.008858,0.000000
63,0.008852,0.008852,0.008852,0.000000
64,0.008842,0.008842,0.008842,0.000000
65,0.008835,0.008836,0.008835,0.000000
66,0.008828,0.008828,0.008828,0.000000
67,0.008819,0.008819,0.008819,0.000000
68,0.008849,0.008849,0.008848,0.000000
69,0.008875,0.008875,0.008875,0.000000
70,0.008897,0.008897,0.008897,0.000000
71,0.008925,0.008925,0.008925,0.000000
72,0.008952,0.008952,0.008951,0.000000
73,0.008968,0.008969,0.008968,0.000000
74,0.008985,0.008986,0.008985,0.000000
75,0.008997,0.008998,0.008997,0.000000
76,0.009005,0.009006,0.009005,0.000000
77,0.009023,0.009024,0.009023,0.000000
78,0.009027,0.009027,0.009027,0.000000
79,0.009033,0.009034,0.009033,0.000000
80,0.009048,0.009049,0.009048,0.000000
81,0.009046,0.009047,0.009046,0.000000
82,0.009047,0.009047,0.009047,0.000000
83,0.009044,0.009045,0.009044,0.000000
84,0.009043,0.009043,0.009043,0.000000
85,0.009039,0.009040,0.009039,0.000000
86,0.009036,0.009037,0.009036,0.000000
87,0.009035,0.009035,0.009034,0.000000
88,0.009030,0.009031,0.009030,0.000000
89,0.009024,0.009024,0.009024,0.000000
90,0.009019,0.009019,0.009018,0.000000
91,0.009016,0.009017,0.009016,0.000000
92,0.009013,0.009013,0.009012,0.000000
93,0.009004,0.009005,0.009004,0.000000
94,0.008998,0.008998,0.008997,0.000000
95,0.008990,0.008991,0.008990,0.000000
96,0.008985,0.008985,0.008985,0.000000
97,0.008978,0.008978,0.008977,0.000000
98,0.008973,0.008973,0.008972,0.000000
99,0.008967,0.008967,0.008966,0.000000
100,0.008962,0.008962,0.008961,0.000000
101,0.008955,0.008956,0.008955,0.000000
102,0.008950,0.008950,0.008950,0.000000
103,0.008945,0.008945,0.008945,0.000000
104,0.008938,0.008939,0.008938,0.000000
105,0.008933,0.008933,0.008933,0.000000
106,0.008927,0.008927,0.008926,0.000000
107,0.008921,0.008921,0.008921,0.000000
108,0.008915,0.008915,0.008915,0.000000
109,0.008912,0.008912,0.008912,0.000000
110,0.008906,0.008906,0.008905,0.000000
111,0.008904,0.008905,0.008904,0.000000
112,0.008899,0.008899,0.008899,0.000000
113,0.008893,0.008894,0.008893,0.000000
114,0.008888,0.008888,0.008888,0.000000
115,0.008885,0.008885,0.008885,0.000000
116,0.008884,0.008884,0.008884,0.000000
117,0.008881,0.008881,0.008881,0.000000
118,0.008876,0.008876,0.008876,0.000000
119,0.008864,0.008865,0.008864,0.000000
120,0.008856,0.008856,0.008855,0.000000
121,0.008846,0.008846,0.008845,0.000000
122,0.008919,0.008919,0.008918,0.000000
123,0.008993,0.008993,0.008993,0.000000
124,0.009072,0.009072,0.009071,0.000000
125,0.009151,0.009151,0.009150,0.000000
126,0.009231,0.009232,0.009231,0.000000
127,0.009310,0.009311,0.009310,0.000001
