Time,Mean,Mean+SD,Mean-SD,SD
1,0.005143,0.005143,0.005143,0.000000
2,0.005159,0.005159,0.005159,0.000000
3,0.005176,0.005176,0.005176,0.000000
4,0.005193,0.005193,0.005193,0.000000
5,0.005210,0.005210,0.005210,0.000000
6,0.005228,0.005228,0.005228,0.000000
7,0.005245,0.005245,0.005245,0.000000
8,0.005261,0.005261,0.005261,0.000000
9,0.005277,0.005277,0.005277,0.000000
10,0.005292,0.005293,0.005292,0.000000
11,0.005307,0.005307,0.005306,0.000000
12,0.005320,0.005320,0.005320,0.000000
13,0.005333,0.005333,0.005333,0.000000
14,0.005344,0.005345,0.005344,0.000000
15,0.005355,0.005356,0.005355,0.000000
16,0.005365,0.005366,0.005365,0.000000
17,0.005375,0.005375,0.005375,0.000000
18,0.005384,0.005385,0.005384,0.000000
19,0.005392,0.005393,0.005392,0.000000
20,0.005400,0.005400,0.005400,0.000000
21,0.005407,0.005408,0.005407,0.000000
22,0.005414,0.005415,0.005414,0.000000
23,0.005421,0.005421,0.005420,0.000000
24,0.005426,0.005427,0.005426,0.000000
25,0.005432,0.005433,0.005432,0.000001
26,0.005437,0.005438,0.005437,0.000001
27,0.005442,0.005442,0.005441,0.000001
28,0.005446,0.005447,0.005446,0.000001
29,0.005450,0.005450,0.005449,0.000001
30,0.005453,0.005453,0.005452,0.000001
31,0.005455,0.005456,0.005455,0.000001
32,0.005458,0.005459,0.005458,0.000001
33,0.005461,0.005461,0.005460,0.000001
34,0.005463,0.005464,0.005462,0.000001
35,0.005464,0.005465,0.005464,0.000001
36,0.005466,0.005467,0.005466,0.000001
37,0.005468,0.005468,0.005467,0.000001
38,0.005469,0.005470,0.005469,0.000001
39,0.005470,0.005471,0.005469,0.000001
40,0.005471,0.005472,0.005470,0.000001
41,0.005472,0.005473,0.005471,0.000001
42,0.005473,0.005473,0.005472,0.000001
43,0.005473,0.005474,0.005473,0.000001
44,0.005474,0.005475,0.005474,0.000001
45,0.005475,0.005475,0.005474,0.000001
46,0.005475,0.005476,0.005475,0.000001
