Time,Mean,Mean+SD,Mean-SD,SD,Real
1,0.000000,0.000000,0.000000,0.000000,0.000000
2,0.008002,0.008402,0.007602,0.000000,0.000000
3,0.037144,0.038644,0.035644,0.000002,0.018519
4,0.085144,0.087892,0.082396,0.000008,0.055556
5,0.149963,0.154026,0.145900,0.000017,0.074074
6,0.229785,0.235177,0.224394,0.000029,0.074074
7,0.304471,0.311168,0.297775,0.000045,0.240741
8,0.409612,0.417570,0.401655,0.000063,0.259259
9,0.506882,0.516042,0.497723,0.000084,0.370370
10,0.632168,0.642463,0.621872,0.000106,0.444444
11,0.747405,0.758766,0.736045,0.000129,0.574074
12,0.870199,0.882553,0.857846,0.000153,0.611111
13,0.870104,0.883378,0.856829,0.000176,0.611111
14,1.005649,1.019775,0.991523,0.000200,0.648148
15,1.146557,1.161467,1.131647,0.000222,0.814815
16,1.162618,1.178248,1.146988,0.000244,0.833333
17,1.312575,1.328864,1.296286,0.000265,1.018519
18,1.447820,1.464711,1.430928,0.000285,1.185185
19,1.456829,1.474269,1.439388,0.000304,1.222222
20,1.598495,1.616435,1.580555,0.000322,1.388889
21,1.613232,1.631626,1.594838,0.000338,1.425926
22,1.741490,1.760296,1.722683,0.000354,1.574074
23,1.742266,1.761446,1.723087,0.000368,1.592593
24,1.874589,1.894106,1.855071,0.000381,1.740741
25,1.878991,1.898814,1.859168,0.000393,1.759259
26,2.014548,2.034647,1.994450,0.000404,1.907407
27,1.892206,1.912554,1.871859,0.000414,1.796296
28,2.030337,2.050909,2.009765,0.000423,1.944444
29,1.910290,1.931064,1.889516,0.000432,1.833333
30,2.050468,2.071424,2.029512,0.000439,1.981481
31,1.932248,1.953367,1.911128,0.000446,1.870370
32,2.055536,2.076802,2.034269,0.000452,2.000000
33,1.920250,1.941648,1.898851,0.000458,1.870370
34,2.044834,2.066351,2.023317,0.000463,2.000000
35,1.910704,1.932328,1.889081,0.000468,1.870370
36,2.036320,2.058039,2.014601,0.000472,2.000000
37,1.903110,1.924914,1.881305,0.000475,1.870370
38,2.029546,2.051427,2.007664,0.000479,2.000000
39,1.897067,1.919018,1.875117,0.000482,1.870370
40,2.024156,2.046168,2.002144,0.000485,2.000000
41,1.892260,1.914327,1.870193,0.000487,1.870370
42,2.019868,2.041984,1.997751,0.000489,2.000000
43,1.888435,1.910595,1.866274,0.000491,1.870370
44,2.016456,2.038656,1.994256,0.000493,2.000000
45,1.885392,1.907627,1.863156,0.000494,1.870370
46,2.037747,2.060585,2.014910,0.000522,2.000000
47,1.938391,1.961882,1.914899,0.000552,1.870370
48,2.105025,2.129190,2.080861,0.000584,2.037037
49,2.018406,2.043240,1.993571,0.000617,1.925926
50,2.196401,2.221888,2.170915,0.000650,2.055556
51,2.119915,2.146026,2.093805,0.000682,1.925926
52,2.306950,2.333650,2.280250,0.000713,2.055556
53,2.238527,2.265778,2.211275,0.000743,1.925926
54,2.432753,2.460517,2.404989,0.000771,2.148148
55,2.360742,2.388743,2.332741,0.000784,2.092593
56,2.523248,2.551293,2.495203,0.000787,2.277778
57,2.420942,2.448897,2.392987,0.000781,2.148148
58,2.572944,2.600717,2.545171,0.000771,2.314815
59,2.461269,2.488799,2.433738,0.000758,2.111111
60,2.586395,2.613645,2.559145,0.000743,2.259259
61,2.578377,2.605325,2.551428,0.000726,2.240741
62,2.696853,2.723491,2.670215,0.000710,2.388889
63,2.553275,2.579603,2.526946,0.000693,2.166667
64,2.666461,2.692486,2.640436,0.000677,2.314815
65,2.647793,2.673526,2.622060,0.000662,2.314815
66,2.756771,2.782226,2.731316,0.000648,2.407407
67,2.604719,2.629912,2.579526,0.000635,2.240741
68,2.710348,2.735297,2.685399,0.000622,2.333333
69,2.555309,2.580031,2.530587,0.000611,2.166667
70,2.676792,2.701304,2.652280,0.000601,2.277778
71,2.537895,2.562215,2.513576,0.000591,2.129630
72,2.657259,2.681402,2.633115,0.000583,2.240741
73,2.516471,2.540453,2.492489,0.000575,2.092593
74,2.634148,2.657983,2.610312,0.000568,2.203704
75,2.491856,2.515559,2.468153,0.000562,2.055556
76,2.608190,2.631773,2.584608,0.000556,2.166667
77,2.464702,2.488176,2.441227,0.000551,2.018519
78,2.598487,2.621864,2.575111,0.000546,2.148148
79,2.472565,2.495853,2.449277,0.000542,2.018519
80,2.605501,2.628710,2.582292,0.000539,2.148148
81,2.478821,2.501958,2.455684,0.000535,2.018519
82,2.611081,2.634154,2.588008,0.000532,2.148148
83,2.483798,2.506814,2.460783,0.000530,2.018519
84,2.615521,2.638485,2.592557,0.000527,2.148148
85,2.487758,2.510676,2.464840,0.000525,2.018519
86,2.619053,2.641930,2.596177,0.000523,2.148148
87,2.490909,2.513749,2.468069,0.000522,2.018519
88,2.621864,2.644670,2.599057,0.000520,2.148148
89,2.493416,2.516193,2.470639,0.000519,2.018519
90,2.624100,2.646851,2.601349,0.000518,2.148148
