Time,Mean,Mean+SD,Mean-SD,SD,Real
1,0.000000,0.000000,0.000000,0.000000,0.000000
2,0.000000,0.000000,0.000000,0.000000,0.000000
3,0.000000,0.000000,0.000000,0.000000,0.000000
4,0.000000,0.000000,0.000000,0.000000,0.000000
5,0.000000,0.000000,0.000000,0.000000,0.000000
6,0.000000,0.000000,0.000000,0.000000,0.000000
7,0.000000,0.000000,0.000000,0.000000,0.000000
8,0.000000,0.000000,0.000000,0.000000,0.000000
9,0.018519,0.018519,0.018519,0.000000,0.018519
10,0.016518,0.016618,0.016418,0.000000,0.018519
11,0.014734,0.014860,0.014608,0.000000,0.018519
12,0.013142,0.013280,0.013004,0.000000,0.018519
13,0.030241,0.030383,0.030099,0.000000,0.037037
14,0.026974,0.027181,0.026767,0.000000,0.037037
15,0.172208,0.172443,0.171973,0.000000,0.185185
16,0.172124,0.173078,0.171171,0.000001,0.185185
17,0.153531,0.154791,0.152271,0.000002,0.166667
18,0.155464,0.156861,0.154067,0.000002,0.185185
19,0.138670,0.140172,0.137168,0.000002,0.185185
20,0.290357,0.291892,0.288822,0.000002,0.351852
21,0.258991,0.261073,0.256909,0.000004,0.351852
22,0.249532,0.251857,0.247207,0.000005,0.370370
23,0.370725,0.373198,0.368251,0.000006,0.351852
24,0.349196,0.352175,0.346216,0.000009,0.333333
25,0.311474,0.314733,0.308215,0.000011,0.333333
26,0.444494,0.447852,0.441135,0.000011,0.500000
27,0.396478,0.400317,0.392638,0.000015,0.500000
28,0.390685,0.394724,0.386646,0.000016,0.370370
29,0.496630,0.500805,0.492455,0.000017,0.518519
30,0.480018,0.484608,0.475429,0.000021,0.555556
31,0.576313,0.581159,0.571467,0.000023,0.555556
32,0.551094,0.556420,0.545767,0.000028,0.555556
33,0.639710,0.645317,0.634103,0.000031,0.703704
34,0.607643,0.613721,0.601564,0.000037,0.740741
35,0.690150,0.696489,0.683812,0.000040,0.703704
36,0.652634,0.659406,0.645862,0.000046,0.740741
37,0.730282,0.737275,0.723288,0.000049,0.740741
38,0.688430,0.695811,0.681050,0.000054,0.740741
39,0.762211,0.769772,0.754650,0.000057,0.888889
40,0.716910,0.724812,0.709009,0.000062,0.759259
41,0.787615,0.795656,0.779573,0.000065,0.888889
42,0.739570,0.747910,0.731230,0.000070,0.925926
43,0.807826,0.816270,0.799382,0.000071,0.888889
44,0.776117,0.784821,0.767412,0.000076,0.944444
45,0.692277,0.701100,0.683453,0.000078,0.759259
46,0.617494,0.626207,0.608780,0.000076,0.759259
47,0.550789,0.559247,0.542331,0.000072,0.611111
48,0.491290,0.499400,0.483181,0.000066,0.574074
49,0.438219,0.445924,0.430514,0.000059,0.574074
50,0.390880,0.398149,0.383611,0.000053,0.574074
51,0.385693,0.392512,0.378874,0.000046,0.425926
52,0.381065,0.387495,0.374636,0.000041,0.462963
53,0.376938,0.383031,0.370845,0.000037,0.500000
54,0.373256,0.379060,0.367453,0.000034,0.388889
55,0.369973,0.375528,0.364417,0.000031,0.388889
56,0.367043,0.372387,0.361700,0.000029,0.425926
57,0.364431,0.369593,0.359269,0.000027,0.462963
58,0.362100,0.367108,0.357093,0.000025,0.500000
59,0.360021,0.364898,0.355145,0.000024,0.351852
60,0.358167,0.362932,0.353403,0.000023,0.351852
61,0.356513,0.361183,0.351844,0.000022,0.351852
62,0.355038,0.359627,0.350450,0.000021,0.351852
63,0.335204,0.339724,0.330684,0.000020,0.333333
64,0.317512,0.321932,0.313092,0.000020,0.333333
65,0.301731,0.306031,0.297432,0.000018,0.333333
66,0.287656,0.291822,0.283489,0.000017,0.333333
67,0.275100,0.279129,0.271072,0.000016,0.333333
68,0.263901,0.267789,0.260013,0.000015,0.333333
69,0.253912,0.257662,0.250162,0.000014,0.333333
70,0.245002,0.248617,0.241386,0.000013,0.333333
71,0.237054,0.240539,0.233568,0.000012,0.333333
72,0.229965,0.233327,0.226602,0.000011,0.333333
73,0.223641,0.226888,0.220395,0.000011,0.333333
74,0.218001,0.221139,0.214864,0.000010,0.333333
75,0.212970,0.216006,0.209934,0.000009,0.333333
76,0.319594,0.322536,0.316651,0.000009,0.444444
77,0.414699,0.417841,0.411558,0.000010,0.537037
78,0.369902,0.373489,0.366314,0.000013,0.481481
79,0.478091,0.481864,0.474319,0.000014,0.592593
80,0.426446,0.430687,0.422204,0.000018,0.537037
81,0.398897,0.403327,0.394468,0.000020,0.500000
82,0.374325,0.378825,0.369825,0.000020,0.481481
83,0.333889,0.338383,0.329394,0.000020,0.444444
84,0.316339,0.320735,0.311943,0.000019,0.425926
85,0.282167,0.286444,0.277889,0.000018,0.388889
86,0.270204,0.274313,0.266096,0.000017,0.370370
87,0.241015,0.244960,0.237071,0.000016,0.333333
88,0.233498,0.237250,0.229747,0.000014,0.333333
89,0.208275,0.211851,0.204699,0.000013,0.314815
90,1.500591,1.503973,1.497208,0.000011,1.611111
91,1.357008,1.365657,1.348360,0.000075,1.462963
92,1.228937,1.239578,1.218295,0.000113,1.351852
93,1.114700,1.126282,1.103117,0.000134,1.370370
94,1.957247,1.969205,1.945290,0.000143,2.333333
95,2.708779,2.723797,2.693762,0.000226,3.296296
96,3.379127,3.398964,3.359290,0.000393,4.259259
97,3.977061,4.002482,3.951641,0.000646,3.870370
98,4.510403,4.541638,4.479169,0.000976,4.574074
99,4.745391,4.782400,4.708381,0.001370,4.814815
100,5.195734,5.237528,5.153940,0.001747,5.296296
101,5.356689,5.403351,5.310027,0.002177,5.537037
102,5.500256,5.550947,5.449566,0.002570,5.777778
103,5.628315,5.682417,5.574213,0.002927,6.018519
104,5.742540,5.799576,5.685505,0.003253,6.259259
105,5.844426,5.904011,5.784842,0.003550,6.500000
106,5.935306,5.997123,5.873490,0.003821,6.740741
107,6.016369,6.080151,5.952587,0.004068,6.740741
108,6.088675,6.154194,6.023155,0.004293,6.740741
