Time,Mean,Mean+SD,Mean-SD,SD,Real
1,0.190476,0.190476,0.190476,0.000000,0.190476
2,0.369195,0.369782,0.368607,0.000000,0.380952
3,0.536881,0.538147,0.535615,0.000002,0.571429
4,0.694216,0.696255,0.692178,0.000004,0.708995
5,0.841840,0.844712,0.838967,0.000008,0.899471
6,0.980350,0.984094,0.976607,0.000014,1.005291
7,1.110311,1.114947,1.105675,0.000021,1.142857
8,1.232250,1.237787,1.226712,0.000031,1.280423
9,1.346661,1.353100,1.340222,0.000041,1.470899
10,1.454010,1.461343,1.446677,0.000054,1.523810
11,1.554733,1.562947,1.546518,0.000067,1.661376
12,1.649238,1.658317,1.640158,0.000082,1.767196
13,1.737909,1.747833,1.727985,0.000098,1.851852
14,1.821107,1.831853,1.810361,0.000115,1.957672
15,1.899169,1.910712,1.887626,0.000133,2.042328
16,1.972413,1.984728,1.960097,0.000152,2.148148
17,2.041135,2.054196,2.028074,0.000171,2.232804
18,2.105615,2.119394,2.091836,0.000190,2.285714
19,2.166115,2.180585,2.151645,0.000209,2.338624
20,2.222880,2.238014,2.207747,0.000229,2.423280
21,2.276142,2.291912,2.260372,0.000249,2.476190
22,2.326115,2.342495,2.309736,0.000268,2.529101
23,2.373004,2.389967,2.356041,0.000288,2.613757
24,2.416999,2.434519,2.399478,0.000307,2.666667
25,2.458277,2.476330,2.440225,0.000326,2.719577
26,2.507590,2.526150,2.489030,0.000344,2.814815
27,2.543277,2.562333,2.524220,0.000363,2.867725
28,2.576761,2.596288,2.557233,0.000381,2.920635
29,2.608177,2.628151,2.588204,0.000399,3.005291
30,2.637655,2.658052,2.617258,0.000416,3.058201
31,2.675895,2.696692,2.655098,0.000433,3.121693
32,2.701193,2.722382,2.680003,0.000449,3.121693
33,2.724928,2.746487,2.703370,0.000465,3.121693
34,2.747199,2.769106,2.725292,0.000480,3.121693
35,2.778677,2.800912,2.756442,0.000494,3.132275
36,2.797630,2.820186,2.775074,0.000509,3.132275
37,2.825995,2.848853,2.803137,0.000522,3.142857
38,2.842027,2.865180,2.818874,0.000536,3.142857
39,2.867652,2.891079,2.844224,0.000549,3.153439
40,2.881112,2.904809,2.857416,0.000562,3.153439
41,2.904324,2.928270,2.880378,0.000573,3.164021
42,2.926103,2.950293,2.901913,0.000585,3.174603
43,2.935955,2.960383,2.911527,0.000597,3.248677
44,2.945200,2.969846,2.920553,0.000607,3.248677
45,2.953874,2.978721,2.929026,0.000617,3.248677
46,3.014922,3.039955,2.989889,0.000627,3.301587
47,3.029874,3.055138,3.004610,0.000638,3.312169
48,3.043903,3.069385,3.018420,0.000649,3.312169
49,3.057066,3.082755,3.031376,0.000660,3.322751
50,3.069416,3.095301,3.043532,0.000670,3.333333
51,3.081004,3.107073,3.054935,0.000680,3.343915
52,3.081295,3.107539,3.055051,0.000689,3.333333
53,3.123896,3.150292,3.097499,0.000697,3.375661
54,3.142703,3.169281,3.116125,0.000706,3.386243
55,3.149767,3.176524,3.123010,0.000716,3.396825
56,3.145813,3.172735,3.118891,0.000725,3.386243
57,3.184432,3.211494,3.157369,0.000732,3.428571
58,3.178338,3.205565,3.151110,0.000741,3.417989
59,3.214948,3.242314,3.187583,0.000749,3.449735
60,3.206971,3.234498,3.179444,0.000758,3.449735
61,3.241814,3.269474,3.214154,0.000765,3.492063
62,3.232178,3.259993,3.204364,0.000774,3.492063
63,3.265465,3.293405,3.237526,0.000781,3.534392
64,3.296698,3.324783,3.268612,0.000789,3.566138
65,3.326002,3.354250,3.297754,0.000798,3.597884
66,3.353497,3.381921,3.325074,0.000808,3.629630
67,3.347550,3.376156,3.318943,0.000818,3.629630
68,3.373715,3.402476,3.344954,0.000827,3.661376
69,3.366519,3.395444,3.337594,0.000837,3.671958
70,3.402096,3.431156,3.373035,0.000845,3.693122
71,3.435476,3.464695,3.406257,0.000854,3.714286
