Time,Mean,Mean+SD,Mean-SD,SD,Real
1,1.555556,1.555556,1.555556,0.000000,1.555556
2,3.072702,3.081104,3.064300,0.000071,3.074074
3,4.425960,4.444170,4.407750,0.000332,4.722222
4,5.633032,5.661934,5.604130,0.000835,6.074074
5,6.709711,6.749590,6.669832,0.001590,7.129630
6,7.670081,7.720863,7.619300,0.002579,8.092593
7,8.526708,8.588093,8.465324,0.003768,9.444444
8,9.290799,9.362346,9.219251,0.005119,10.111111
9,9.972348,10.053534,9.891162,0.006591,11.129630
10,10.580273,10.670526,10.490021,0.008146,11.666667
11,11.122528,11.221253,11.023803,0.009747,12.092593
12,11.606205,11.712807,11.499603,0.011364,12.814815
13,12.037634,12.151526,11.923741,0.012972,13.148148
14,12.422457,12.543073,12.301842,0.014548,13.481481
15,12.765710,12.892506,12.638915,0.016077,13.722222
16,13.071884,13.204345,12.939422,0.017546,14.500000
17,13.344983,13.482625,13.207340,0.018945,14.833333
18,13.588580,13.730951,13.446210,0.020269,14.925926
19,13.805863,13.952540,13.659186,0.021514,15.037037
20,13.999674,14.150267,13.849082,0.022678,15.166667
21,14.172549,14.326697,14.018401,0.023762,15.370370
22,14.326749,14.484120,14.169378,0.024766,15.407407
23,14.464291,14.624581,14.304002,0.025693,15.462963
24,14.586976,14.749905,14.424047,0.026546,15.500000
25,14.696408,14.861722,14.531094,0.027329,15.555556
26,14.794018,14.961485,14.626551,0.028045,16.185185
27,14.881084,15.050492,14.711676,0.028699,16.185185
28,14.958745,15.129901,14.787588,0.029295,16.185185
29,15.028016,15.200748,14.855284,0.029836,16.185185
30,15.089804,15.263953,14.915656,0.030328,16.185185
31,15.144918,15.320341,14.969496,0.030773,16.185185
32,15.194078,15.370645,15.017511,0.031176,16.185185
33,15.237928,15.415523,15.060332,0.031540,16.185185
34,15.277041,15.455559,15.098522,0.031869,16.185185
35,15.311928,15.491274,15.132582,0.032165,16.185185
36,15.343047,15.523136,15.162958,0.032432,16.185185
37,15.370804,15.551559,15.190050,0.032672,16.185185
38,15.395563,15.576914,15.214212,0.032888,16.185185
39,15.417647,15.599532,15.235762,0.033082,16.185185
40,15.437346,15.619709,15.254983,0.033256,16.185185
41,15.454917,15.637708,15.272125,0.033413,16.185185
42,15.470589,15.653764,15.287414,0.033553,16.185185
43,15.484569,15.668086,15.301051,0.033679,16.185185
44,15.497038,15.680863,15.313214,0.033791,16.185185
45,15.508161,15.692259,15.324062,0.033892,16.185185
46,15.518081,15.702425,15.333738,0.033983,16.185185
47,15.526931,15.711494,15.342368,0.034064,16.185185
48,15.534824,15.719583,15.350065,0.034136,16.185185
49,15.541865,15.726799,15.356931,0.034201,16.185185
50,15.548145,15.733235,15.363054,0.034258,16.185185
51,15.553746,15.738977,15.368516,0.034310,16.185185
52,15.558743,15.744098,15.373388,0.034357,16.185185
53,15.563200,15.748666,15.377733,0.034398,16.185185
54,15.567175,15.752741,15.381609,0.034435,16.185185
55,15.570721,15.756376,15.385066,0.034468,16.185185
56,15.573884,15.759618,15.388149,0.034497,16.185185
57,15.576705,15.762510,15.390900,0.034524,16.185185
58,15.579221,15.765090,15.393353,0.034547,16.185185
59,15.581466,15.767391,15.395541,0.034568,16.185185
60,15.583468,15.769443,15.397493,0.034587,16.185185
61,15.585254,15.771274,15.399234,0.034604,16.185185
62,15.586847,15.772907,15.400786,0.034619,16.185185
63,15.588268,15.774364,15.402171,0.034632,16.185185
64,15.589535,15.775663,15.403407,0.034644,16.185185
65,15.590666,15.776822,15.404509,0.034654,16.185185
66,15.591674,15.777856,15.405492,0.034664,16.185185
67,15.592573,15.778778,15.406368,0.034672,16.185185
68,15.593376,15.779601,15.407150,0.034680,16.185185
69,15.594091,15.780335,15.407848,0.034687,16.185185
70,15.594730,15.780989,15.408470,0.034693,16.185185
71,15.595299,15.781573,15.409025,0.034698,16.185185
72,15.595807,15.782093,15.409520,0.034703,16.185185
73,15.596260,15.782558,15.409961,0.034707,16.185185
74,15.596664,15.782972,15.410355,0.034711,16.185185
75,15.597024,15.783342,15.410707,0.034714,16.185185
76,15.597346,15.783671,15.411020,0.034717,16.185185
77,15.597632,15.783965,15.411299,0.034720,16.185185
78,15.597888,15.784228,15.411549,0.034722,16.185185
79,15.598116,15.784461,15.411771,0.034725,16.185185
80,15.598320,15.784670,15.411969,0.034726,16.185185
81,15.598501,15.784856,15.412146,0.034728,16.185185
82,15.598663,15.785022,15.412304,0.034730,16.185185
83,15.598808,15.785170,15.412445,0.034731,16.185185
84,15.598936,15.785302,15.412570,0.034732,16.185185
85,15.599051,15.785420,15.412682,0.034733,16.185185
86,15.599154,15.785525,15.412782,0.034734,16.185185
87,15.599245,15.785619,15.412871,0.034735,16.185185
88,15.599327,15.785703,15.412951,0.034736,16.185185
89,15.599399,15.785777,15.413022,0.034737,16.185185
90,15.599464,15.785844,15.413085,0.034737,16.185185
91,15.599522,15.785903,15.413141,0.034738,16.185185
92,15.599574,15.785956,15.413192,0.034738,16.185185
93,15.599620,15.786003,15.413237,0.034739,16.185185
94,15.599661,15.786045,15.413277,0.034739,16.185185
95,15.599698,15.786083,15.413312,0.034739,16.185185
96,15.599730,15.786116,15.413344,0.034740,16.185185
97,15.599759,15.786146,15.413373,0.034740,16.185185
98,15.599785,15.786173,15.413398,0.034740,16.185185
99,15.599809,15.786197,15.413420,0.034741,16.185185
100,15.599829,15.786218,15.413441,0.034741,16.185185
101,15.599848,15.786237,15.413459,0.034741,16.185185
102,15.599864,15.786254,15.413475,0.034741,16.185185
103,15.599879,15.786269,15.413489,0.034741,16.185185
