Time,Mean,Mean+SD,Mean-SD,SD,Real
1,0.000000,0.000000,0.000000,0.000000,0.000000
2,0.000000,0.000000,0.000000,0.000000,0.000000
3,0.000000,0.000000,0.000000,0.000000,0.000000
4,0.000000,0.000000,0.000000,0.000000,0.000000
5,0.000000,0.000000,0.000000,0.000000,0.000000
6,0.000000,0.000000,0.000000,0.000000,0.000000
7,0.000000,0.000000,0.000000,0.000000,0.000000
8,0.000000,0.000000,0.000000,0.000000,0.000000
9,0.000000,0.000000,0.000000,0.000000,0.000000
10,0.000000,0.000000,0.000000,0.000000,0.000000
11,0.000000,0.000000,0.000000,0.000000,0.000000
12,0.000000,0.000000,0.000000,0.000000,0.000000
13,0.000000,0.000000,0.000000,0.000000,0.000000
14,0.000000,0.000000,0.000000,0.000000,0.000000
15,0.000000,0.000000,0.000000,0.000000,0.000000
16,0.000000,0.000000,0.000000,0.000000,0.000000
17,0.012963,0.013611,0.012315,0.000000,0.000000
18,0.023405,0.024144,0.022667,0.000001,0.000000
19,0.031817,0.032546,0.031089,0.000001,0.000000
20,0.038594,0.039271,0.037916,0.000000,0.000000
21,0.057015,0.058086,0.055944,0.000001,0.066667
22,0.071855,0.072993,0.070717,0.000001,0.066667
23,0.096772,0.098319,0.095225,0.000002,0.066667
24,0.116844,0.118444,0.115244,0.000003,0.066667
25,0.145976,0.147921,0.144031,0.000004,0.133333
26,0.102777,0.104735,0.100820,0.000004,0.066667
27,0.134645,0.136886,0.132403,0.000005,0.066667
28,0.160316,0.162531,0.158100,0.000005,0.133333
29,0.206921,0.209856,0.203985,0.000009,0.133333
30,0.177797,0.180817,0.174778,0.000009,0.133333
31,0.233966,0.237682,0.230251,0.000014,0.133333
32,0.279214,0.282966,0.275462,0.000014,0.200000
33,0.274922,0.279265,0.270579,0.000019,0.200000
34,0.325169,0.329476,0.320861,0.000019,0.200000
35,0.324904,0.329707,0.320102,0.000023,0.266667
36,0.378395,0.383099,0.373692,0.000022,0.266667
37,0.380744,0.385869,0.375619,0.000026,0.333333
38,0.436340,0.441318,0.431363,0.000025,0.333333
39,0.440385,0.445731,0.435039,0.000029,0.400000
40,0.430681,0.435844,0.425517,0.000027,0.333333
41,0.502493,0.507988,0.496998,0.000030,0.466667
42,0.427008,0.432296,0.421720,0.000028,0.333333
43,0.499534,0.505129,0.493940,0.000031,0.466667
44,0.424625,0.429996,0.419254,0.000029,0.333333
45,0.497614,0.503275,0.491954,0.000032,0.466667
46,0.423078,0.428504,0.417653,0.000029,0.333333
47,0.496369,0.502073,0.490665,0.000033,0.466667
48,0.422075,0.427536,0.416613,0.000030,0.333333
49,0.495560,0.501293,0.489828,0.000033,0.466667
50,0.421424,0.426909,0.415938,0.000030,0.333333
51,0.495036,0.500787,0.489285,0.000033,0.466667
52,0.421001,0.426501,0.415500,0.000030,0.333333
53,0.494695,0.500458,0.488932,0.000033,0.466667
54,0.420727,0.426237,0.415216,0.000030,0.333333
55,0.481511,0.486891,0.476131,0.000029,0.466667
56,0.397143,0.402121,0.392165,0.000025,0.333333
57,0.462514,0.467687,0.457340,0.000027,0.400000
58,0.381840,0.386770,0.376910,0.000024,0.266667
59,0.437223,0.442064,0.432381,0.000023,0.400000
60,0.415170,0.419663,0.410677,0.000020,0.333333
61,0.464072,0.468441,0.459704,0.000019,0.400000
62,0.370132,0.374165,0.366099,0.000016,0.266667
63,0.427792,0.432135,0.423448,0.000019,0.333333
64,0.407573,0.411773,0.403373,0.000018,0.266667
65,0.470915,0.475550,0.466281,0.000021,0.400000
66,0.468237,0.473154,0.463320,0.000024,0.400000
67,0.466080,0.471188,0.460972,0.000026,0.400000
68,0.464342,0.469584,0.459101,0.000027,0.400000
69,0.462942,0.468279,0.457606,0.000028,0.400000
70,0.468296,0.473904,0.462688,0.000031,0.400000
71,0.479090,0.485041,0.473140,0.000035,0.400000
72,0.487786,0.493884,0.481688,0.000037,0.400000
73,0.494790,0.500930,0.488650,0.000038,0.400000
74,0.506915,0.513238,0.500591,0.000040,0.400000
75,0.516681,0.523050,0.510313,0.000041,0.366667
76,0.524549,0.530890,0.518207,0.000040,0.366667
77,0.530886,0.537165,0.524608,0.000039,0.400000
78,0.542473,0.548868,0.536078,0.000041,0.400000
79,0.551807,0.558209,0.545406,0.000041,0.400000
80,0.559326,0.565679,0.552974,0.000040,0.433333
81,0.598716,0.604994,0.592438,0.000039,0.466667
82,0.610077,0.616465,0.603690,0.000041,0.466667
83,0.619229,0.625620,0.612837,0.000041,0.466667
84,0.666416,0.672952,0.659880,0.000043,0.533333
85,0.684057,0.690802,0.677312,0.000045,0.533333
86,0.698268,0.705042,0.691495,0.000046,0.533333
87,0.682864,0.689769,0.675960,0.000048,0.500000
88,0.703789,0.710868,0.696709,0.000050,0.533333
89,0.727126,0.734391,0.719861,0.000053,0.533333
90,0.752407,0.759850,0.744965,0.000055,0.566667
91,0.745921,0.753524,0.738317,0.000058,0.566667
92,0.774029,0.781773,0.766284,0.000060,0.566667
93,0.803153,0.811018,0.795287,0.000062,0.600000
94,0.833095,0.841063,0.825128,0.000063,0.633333
95,0.836845,0.845098,0.828592,0.000068,0.633333
96,0.879681,0.888294,0.871068,0.000074,0.666667
97,0.893817,0.902801,0.884833,0.000081,0.666667
98,0.918167,0.927709,0.908626,0.000091,0.733333
99,0.923894,0.934259,0.913529,0.000107,0.733333
100,0.947952,0.959426,0.936478,0.000132,0.733333
101,1.020109,1.032740,1.007478,0.000160,0.833333
102,1.104162,1.117882,1.090442,0.000188,0.933333
103,1.144094,1.159222,1.128965,0.000229,1.000000
104,1.235520,1.252098,1.218942,0.000275,1.100000
105,1.314724,1.332876,1.296572,0.000330,1.166667
106,1.377602,1.397264,1.357939,0.000387,1.200000
107,1.467142,1.488602,1.445683,0.000461,1.300000
108,1.544828,1.568081,1.521575,0.000541,1.366667
