Time,Mean,Mean+SD,Mean-SD,SD,Real
1,0.000000,0.000000,0.000000,0.000000,0.000000
2,0.000000,0.000000,0.000000,0.000000,0.000000
3,0.000000,0.000000,0.000000,0.000000,0.000000
4,0.000000,0.000000,0.000000,0.000000,0.000000
5,0.000000,0.000000,0.000000,0.000000,0.000000
6,0.000000,0.000000,0.000000,0.000000,0.000000
7,0.000000,0.000000,0.000000,0.000000,0.000000
8,0.000000,0.000000,0.000000,0.000000,0.000000
9,0.000000,0.000000,0.000000,0.000000,0.000000
10,0.000000,0.000000,0.000000,0.000000,0.000000
11,0.000000,0.000000,0.000000,0.000000,0.000000
12,0.000000,0.000000,0.000000,0.000000,0.000000
13,0.000000,0.000000,0.000000,0.000000,0.000000
14,0.000000,0.000000,0.000000,0.000000,0.000000
15,0.008002,0.008402,0.007602,0.000000,0.000000
16,0.027142,0.028163,0.026121,0.000001,0.000000
17,0.044215,0.045463,0.042966,0.000002,0.000000
18,0.059443,0.060792,0.058094,0.000002,0.000000
19,0.073026,0.074408,0.071644,0.000002,0.074074
20,0.105147,0.107171,0.103122,0.000004,0.074074
21,0.133797,0.136102,0.131492,0.000005,0.074074
22,0.159353,0.161774,0.156932,0.000006,0.074074
23,0.182148,0.184590,0.179707,0.000006,0.185185
24,0.222485,0.225454,0.219517,0.000009,0.185185
25,0.258465,0.261666,0.255264,0.000010,0.259259
26,0.216484,0.219760,0.213209,0.000011,0.185185
27,0.265115,0.268916,0.261314,0.000014,0.185185
28,0.308493,0.312517,0.304468,0.000016,0.296296
29,0.347184,0.351262,0.343106,0.000017,0.296296
30,0.401701,0.406246,0.397155,0.000021,0.370370
31,0.339217,0.343945,0.334489,0.000022,0.259259
32,0.402596,0.407871,0.397321,0.000028,0.370370
33,0.461129,0.466670,0.455588,0.000031,0.370370
34,0.447267,0.453054,0.441479,0.000033,0.370370
35,0.512977,0.519096,0.506858,0.000037,0.370370
36,0.579591,0.585985,0.573197,0.000041,0.481481
37,0.541901,0.548684,0.535118,0.000046,0.444444
38,0.615392,0.622471,0.608313,0.000050,0.444444
39,0.618873,0.626283,0.611464,0.000055,0.481481
40,0.696053,0.703706,0.688399,0.000059,0.555556
41,0.667787,0.675772,0.659802,0.000064,0.444444
42,0.749685,0.757901,0.741469,0.000068,0.648148
43,0.760664,0.769137,0.752191,0.000072,0.574074
44,0.846532,0.855224,0.837840,0.000076,0.759259
45,0.828017,0.837047,0.818986,0.000082,0.648148
46,0.922612,0.931954,0.913271,0.000087,0.851852
47,0.952920,0.962752,0.943088,0.000097,0.888889
48,1.058029,1.068253,1.047805,0.000105,0.962963
49,0.986602,0.997351,0.975854,0.000116,0.888889
50,1.108077,1.119426,1.096728,0.000129,0.981481
51,1.106805,1.118791,1.094818,0.000144,0.962963
52,1.167226,1.179857,1.154596,0.000160,1.018519
53,1.307198,1.320461,1.293935,0.000176,1.129630
54,1.266868,1.280740,1.252997,0.000192,1.055556
55,1.304970,1.319418,1.290521,0.000209,1.018519
56,1.365475,1.380465,1.350485,0.000225,1.037037
57,1.410929,1.426423,1.395435,0.000240,1.111111
58,1.476506,1.491990,1.461022,0.000240,1.148148
59,1.489961,1.505112,1.474810,0.000230,1.111111
60,1.508478,1.523090,1.493866,0.000214,1.129630
61,1.496474,1.510418,1.482530,0.000194,1.092593
62,1.492282,1.505482,1.479082,0.000174,1.111111
63,1.534097,1.546514,1.521680,0.000154,1.148148
64,1.493319,1.504940,1.481699,0.000135,1.148148
65,1.444944,1.455774,1.434114,0.000117,1.111111
66,1.426829,1.436886,1.416772,0.000101,1.037037
67,1.365632,1.374943,1.356320,0.000087,1.037037
68,1.499088,1.513871,1.484306,0.000219,1.185185
69,1.843208,1.867928,1.818488,0.000611,1.481481
70,2.305162,2.341317,2.269006,0.001307,1.944444
71,2.781170,2.827355,2.734985,0.002133,2.222222
72,3.335788,3.391154,3.280421,0.003065,2.500000
73,3.886448,3.950315,3.822582,0.004079,2.703704
74,4.573726,4.645478,4.501974,0.005148,3.444444
75,5.131606,5.210665,5.052546,0.006250,4.000000
76,5.813319,5.899135,5.727503,0.007364,4.629630
77,6.322740,6.413423,6.232058,0.008223,5.092593
78,6.827142,6.921389,6.732896,0.008882,5.555556
79,7.327068,7.423945,7.230191,0.009385,6.018519
80,7.837004,7.936169,7.737840,0.009834,6.481481
81,8.355869,8.457033,8.254706,0.010234,6.944444
82,8.868695,8.971278,8.766113,0.010523,7.407407
83,9.376135,9.479706,9.272564,0.010727,7.870370
84,9.878770,9.983010,9.774531,0.010866,8.333333
85,10.377120,10.481789,10.272450,0.010956,8.796296
86,10.408684,10.513607,10.303761,0.011009,8.796296
87,10.414833,10.519385,10.310281,0.010931,8.796296
88,10.384310,10.487759,10.280861,0.010702,8.796296
89,10.307072,10.408638,10.205507,0.010315,8.796296
90,10.196169,10.295508,10.096830,0.009868,8.796296
91,10.047234,10.143986,9.950483,0.009361,8.462963
92,10.327340,10.421299,10.233381,0.008828,8.592593
93,10.128227,10.219578,10.036877,0.008345,8.129630
94,10.363576,10.452225,10.274926,0.007859,8.129630
95,10.587503,10.673714,10.501293,0.007432,8.592593
96,10.324279,10.408013,10.240544,0.007011,8.129630
97,10.502440,10.583719,10.421161,0.006606,8.129630
98,10.675359,10.754524,10.596194,0.006267,8.129630
99,10.829598,10.906662,10.752535,0.005939,8.129630
100,10.967176,11.042188,10.892164,0.005627,8.129630
101,11.111897,11.185383,11.038411,0.005400,8.129630
102,11.240984,11.312908,11.169061,0.005173,8.388889
103,11.356127,11.426493,11.285761,0.004951,8.518519
104,11.458832,11.527676,11.389988,0.004739,8.518519
105,11.564445,11.632115,11.496775,0.004579,8.592593
106,11.529020,11.595499,11.462540,0.004420,8.462963
107,11.613048,11.678350,11.547745,0.004264,8.462963
108,11.558369,11.622527,11.494210,0.004116,8.462963
