Time,Mean,Mean+SD,Mean-SD,SD,Real
1,0.074074,0.074074,0.074074,0.000000,0.074074
2,0.269776,0.270176,0.269376,0.000000,0.277778
3,0.444337,0.445837,0.442837,0.000002,0.462963
4,0.600042,0.602789,0.597294,0.000008,0.629630
5,0.738926,0.742989,0.734862,0.000017,0.814815
6,0.862807,0.868199,0.857416,0.000029,1.018519
7,0.973307,0.980003,0.966610,0.000045,1.037037
8,1.071869,1.079826,1.063912,0.000063,1.222222
9,1.159785,1.168944,1.150625,0.000084,1.296296
10,1.238203,1.248498,1.227908,0.000106,1.425926
11,1.308150,1.319511,1.296790,0.000129,1.481481
12,1.370541,1.382895,1.358188,0.000153,1.629630
13,1.426193,1.439468,1.412918,0.000176,1.685185
14,1.475832,1.489959,1.461706,0.000200,1.833333
15,1.520110,1.535020,1.505200,0.000222,1.851852
16,1.559604,1.575234,1.543974,0.000244,1.888889
17,1.594832,1.611121,1.578543,0.000265,1.888889
18,1.626254,1.643146,1.609363,0.000285,1.888889
19,1.654283,1.671723,1.636842,0.000304,1.888889
20,1.679283,1.697223,1.661343,0.000322,1.888889
21,1.701583,1.719977,1.683188,0.000338,1.888889
22,1.721473,1.740280,1.702667,0.000354,1.888889
23,1.739215,1.758395,1.720036,0.000368,1.888889
24,1.755041,1.774558,1.735524,0.000381,1.888889
25,1.769157,1.788980,1.749334,0.000393,1.888889
26,1.781748,1.801847,1.761649,0.000404,1.888889
27,1.792979,1.813326,1.772631,0.000414,1.888889
28,1.802997,1.823568,1.782425,0.000423,1.888889
29,1.811932,1.832706,1.791158,0.000432,1.888889
30,1.819902,1.840858,1.798947,0.000439,1.888889
31,1.827012,1.848131,1.805892,0.000446,1.888889
32,1.833353,1.854620,1.812087,0.000452,1.888889
33,1.839009,1.860408,1.817611,0.000458,1.888889
34,1.844055,1.865572,1.822537,0.000463,1.888889
35,1.848555,1.870179,1.826931,0.000468,1.888889
36,1.852569,1.874288,1.830850,0.000472,1.888889
37,1.856150,1.877954,1.834345,0.000475,1.888889
38,1.859343,1.881225,1.837462,0.000479,1.888889
39,1.862192,1.884142,1.840242,0.000482,1.888889
40,1.864733,1.886745,1.842721,0.000485,1.888889
41,1.866999,1.889066,1.844933,0.000487,1.888889
42,1.869021,1.891137,1.846905,0.000489,1.888889
43,1.870824,1.892985,1.848664,0.000491,1.888889
44,1.872433,1.894633,1.850233,0.000493,1.888889
45,2.096090,2.118325,2.073855,0.000494,2.111111
46,2.165957,2.188794,2.143119,0.000522,2.203704
47,2.228276,2.251767,2.204785,0.000552,2.296296
48,2.283864,2.308028,2.259699,0.000584,2.351852
49,2.333446,2.358281,2.308612,0.000617,2.425926
50,2.377673,2.403160,2.352186,0.000650,2.518519
51,2.417122,2.443232,2.391011,0.000682,2.611111
52,2.452309,2.479009,2.425609,0.000713,2.703704
53,2.483696,2.510947,2.456444,0.000743,2.796296
54,2.419099,2.446863,2.391335,0.000771,2.703704
55,2.361480,2.389481,2.333479,0.000784,2.629630
56,2.310086,2.338131,2.282041,0.000787,2.555556
57,2.264243,2.292198,2.236288,0.000781,2.537037
58,2.223353,2.251126,2.195579,0.000771,2.481481
59,2.186879,2.214410,2.159349,0.000758,2.537037
60,2.154346,2.181596,2.127096,0.000743,2.481481
61,2.125327,2.152276,2.098379,0.000726,2.462963
62,2.099443,2.126081,2.072805,0.000710,2.407407
63,2.076355,2.102683,2.050027,0.000693,2.462963
64,2.055761,2.081786,2.029736,0.000677,2.407407
65,2.037392,2.063125,2.011659,0.000662,2.370370
66,2.021007,2.046462,1.995552,0.000648,2.370370
67,2.006392,2.031585,1.981199,0.000635,2.370370
68,1.993356,2.018305,1.968407,0.000622,2.370370
69,1.981728,2.006450,1.957006,0.000611,2.370370
70,1.971356,1.995868,1.946844,0.000601,2.370370
71,1.962105,1.986424,1.937785,0.000591,2.370370
72,1.953853,1.977996,1.929709,0.000583,2.370370
73,1.946492,1.970474,1.922510,0.000575,2.370370
74,1.939926,1.963762,1.916091,0.000568,2.370370
75,1.934070,1.957773,1.910367,0.000562,2.370370
76,1.928847,1.952429,1.905264,0.000556,2.370370
77,1.924187,1.947661,1.900713,0.000551,2.370370
78,1.920031,1.943407,1.896655,0.000546,2.370370
79,1.916324,1.939612,1.893036,0.000542,2.370370
80,1.913018,1.936226,1.889809,0.000539,2.370370
81,1.910068,1.933205,1.886931,0.000535,2.370370
82,1.907437,1.930510,1.884364,0.000532,2.370370
83,1.905091,1.928106,1.882075,0.000530,2.370370
84,1.902998,1.925962,1.880033,0.000527,2.370370
85,1.901131,1.924049,1.878212,0.000525,2.370370
86,1.899465,1.922342,1.876588,0.000523,2.370370
87,1.897980,1.920820,1.875140,0.000522,2.370370
88,1.896655,1.919461,1.873848,0.000520,2.370370
89,1.895473,1.918250,1.872696,0.000519,2.370370
90,1.894419,1.917170,1.871668,0.000518,2.370370
91,1.893478,1.916206,1.870751,0.000517,2.370370
92,1.892640,1.915346,1.869934,0.000516,2.370370
93,1.891892,1.914579,1.869204,0.000515,2.370370
94,1.891224,1.913895,1.868554,0.000514,2.370370
95,1.890629,1.913284,1.867974,0.000513,2.370370
96,1.890098,1.912740,1.867456,0.000513,2.370370
97,1.889625,1.912255,1.866995,0.000512,2.370370
98,1.889202,1.911822,1.866583,0.000512,2.370370
99,1.888825,1.911435,1.866216,0.000511,2.370370
100,1.888489,1.911091,1.865888,0.000511,2.370370
101,1.888190,1.910783,1.865596,0.000510,2.370370
102,1.887922,1.910509,1.865335,0.000510,2.370370
103,1.887684,1.910265,1.865103,0.000510,2.370370
104,1.887471,1.910046,1.864895,0.000510,2.370370
