Time,Mean,Mean+SD,Mean-SD,SD,Real
1,0.000000,0.000000,0.000000,0.000000,0.000000
2,0.000000,0.000000,0.000000,0.000000,0.000000
3,0.000000,0.000000,0.000000,0.000000,0.000000
4,0.032007,0.033608,0.030407,0.000003,0.000000
5,0.169125,0.176095,0.162155,0.000049,0.148148
6,0.484666,0.501363,0.467970,0.000279,0.444444
7,1.036104,1.066626,1.005583,0.000932,0.703704
8,1.868496,1.916505,1.820487,0.002305,1.481481
9,3.017163,3.085832,2.948495,0.004715,2.370370
10,4.477790,4.568521,4.387059,0.008232,3.555556
11,6.295003,6.410397,6.179608,0.013316,4.888889
12,8.471780,8.613311,8.330248,0.020031,7.185185
13,11.026459,11.195660,10.857258,0.028629,9.777778
14,13.949412,14.146788,13.752036,0.038957,12.888889
15,17.217086,17.442122,16.992050,0.050641,16.370370
16,20.803015,21.054562,20.551468,0.063276,20.000000
17,24.678450,24.954933,24.401966,0.076443,23.703704
18,28.804848,29.104108,28.505587,0.089557,27.851852
19,33.151994,33.471829,32.832159,0.102294,30.296296
20,37.688200,38.026317,37.350084,0.114323,35.333333
21,42.388623,42.742895,42.034351,0.125509,40.074074
22,47.233788,47.602351,46.865225,0.135839,43.777778
23,52.192423,52.573172,51.811675,0.144970,48.925926
24,57.256017,57.647440,56.864594,0.153212,54.148148
25,62.409896,62.810626,62.009165,0.160585,59.444444
26,67.634552,68.043152,67.225953,0.166953,64.814815
27,72.906694,73.321561,72.491828,0.172114,70.185185
28,78.224064,78.644163,77.803964,0.176484,75.629630
29,83.608897,84.034308,83.183485,0.180975,81.111111
30,89.022612,89.452165,88.593060,0.184515,86.592593
31,94.466973,94.900012,94.033933,0.187523,92.037037
32,99.927355,100.363025,99.491684,0.189809,97.518519
33,105.448308,105.887486,105.009130,0.192877,103.148148
34,110.984739,111.426543,110.542935,0.195191,108.666667
35,116.549307,116.993598,116.105017,0.197394,114.222222
36,122.135934,122.582435,121.689433,0.199363,119.740741
37,127.743516,128.206811,127.280222,0.214642,125.481481
38,133.382120,133.911331,132.852909,0.280065,131.074074
39,139.067344,139.710378,138.424309,0.413493,136.740741
40,144.828815,145.606335,144.051295,0.604537,142.407407
41,150.678014,151.558513,149.797515,0.775279,148.074074
42,156.560326,157.468931,155.651722,0.825562,153.740741
43,162.357488,163.216086,161.498890,0.737191,159.407407
44,167.902366,168.694363,167.110370,0.627259,165.111111
45,173.058246,173.839203,172.277288,0.609894,170.592593
46,177.739141,178.563021,176.915261,0.678778,175.148148
47,181.937878,182.797790,181.077966,0.739449,179.370370
48,185.685640,186.514860,184.856419,0.687606,182.296296
49,189.075101,189.859572,188.290631,0.615394,185.851852
50,192.144279,192.872476,191.416082,0.530271,188.037037
51,180.558904,181.234197,179.883611,0.456021,176.481481
52,170.046248,170.688663,169.403833,0.412697,165.074074
53,160.547248,161.186446,159.908050,0.408574,155.814815
54,151.906187,152.585235,151.227139,0.461106,147.592593
55,144.349261,145.112391,143.586131,0.582367,139.333333
56,137.240605,138.008844,136.472365,0.590192,130.296296
57,130.431619,131.328613,129.534624,0.804600,122.000000
58,122.793880,123.938117,121.649643,1.309279,113.444444
59,114.702068,115.839286,113.564851,1.293264,107.296296
60,106.127932,107.072481,105.183384,0.892173,98.962963
61,97.131157,97.918941,96.343373,0.620603,89.074074
62,88.325957,88.997436,87.654478,0.450884,79.703704
63,79.478671,80.066425,78.890917,0.345455,70.333333
64,70.445213,70.974951,69.915476,0.280622,60.740741
65,62.426986,62.918075,61.935897,0.241168,54.666667
66,56.082335,56.549318,55.615353,0.218072,49.333333
67,51.121474,51.574481,50.668467,0.205215,43.925926
68,47.179135,47.625007,46.733263,0.198802,39.666667
69,44.362426,44.805434,43.919418,0.196256,36.629630
70,42.424957,42.868188,41.981725,0.196455,34.481481
71,42.122583,42.567275,41.677890,0.197751,34.074074
72,41.935605,42.382482,41.488727,0.199699,33.814815
73,41.781022,42.230249,41.331794,0.201805,33.629630
74,41.400577,41.852286,40.948868,0.204041,33.222222
75,41.787055,42.241101,41.333009,0.206158,33.666667
76,41.704575,42.160443,41.248707,0.207815,33.592593
77,41.713989,42.171529,41.256449,0.209342,33.629630
78,41.700336,42.159335,41.241336,0.210681,33.629630
79,41.734671,42.194907,41.274435,0.211817,33.703704
80,41.777592,42.238853,41.316330,0.212762,33.777778
81,41.782205,42.244056,41.320353,0.213307,33.777778
82,41.822858,42.285040,41.360675,0.213613,33.851852
83,41.825692,42.288054,41.363331,0.213778,33.888889
84,41.782876,42.245080,41.320671,0.213633,33.888889
85,41.749310,42.211705,41.286915,0.213809,33.888889
86,41.797070,42.259807,41.334333,0.214126,33.925926
87,41.776441,42.239565,41.313317,0.214484,33.888889
88,41.813310,42.277308,41.349311,0.215294,33.888889
89,41.858216,42.323001,41.393432,0.216025,33.851852
90,41.835351,42.300814,41.369887,0.216656,33.814815
91,41.891499,42.357533,41.425466,0.217187,33.851852
92,41.922485,42.389238,41.455732,0.217858,33.851852
93,41.991816,42.459051,41.524581,0.218309,33.962963
94,42.025134,42.492697,41.557571,0.218615,34.000000
95,41.993183,42.461222,41.525145,0.219060,33.962963
96,42.042210,42.510755,41.573665,0.219534,34.000000
97,42.059611,42.528635,41.590587,0.219984,34.037037
98,42.073252,42.542454,41.604051,0.220150,34.037037
99,42.062913,42.532629,41.593197,0.220633,34.000000
100,42.128882,42.598984,41.658780,0.220996,34.074074
101,42.175568,42.646459,41.704678,0.221738,34.111111
102,42.244176,42.716233,41.772118,0.222838,34.148148
103,42.263895,42.737453,41.790338,0.224257,34.074074
104,42.393438,42.869030,41.917846,0.226188,34.148148
105,42.521970,42.999934,42.044007,0.228449,34.148148
106,42.726757,43.208560,42.244955,0.232134,34.222222
107,43.015329,43.502108,42.528551,0.236954,34.333333
108,43.351524,43.845173,42.857874,0.243690,34.407407
