Time,Mean,Mean+SD,Mean-SD,SD,Real
1,0.000000,0.000000,0.000000,0.000000,0.000000
2,0.000000,0.000000,0.000000,0.000000,0.000000
3,0.000000,0.000000,0.000000,0.000000,0.000000
4,0.000000,0.000000,0.000000,0.000000,0.000000
5,0.000000,0.000000,0.000000,0.000000,0.000000
6,0.000000,0.000000,0.000000,0.000000,0.000000
7,0.000000,0.000000,0.000000,0.000000,0.000000
8,0.000000,0.000000,0.000000,0.000000,0.000000
9,0.000000,0.000000,0.000000,0.000000,0.000000
10,0.000000,0.000000,0.000000,0.000000,0.000000
11,0.000000,0.000000,0.000000,0.000000,0.000000
12,0.000000,0.000000,0.000000,0.000000,0.000000
13,0.000000,0.000000,0.000000,0.000000,0.000000
14,0.000000,0.000000,0.000000,0.000000,0.000000
15,0.000000,0.000000,0.000000,0.000000,0.000000
16,0.000000,0.000000,0.000000,0.000000,0.000000
17,0.000000,0.000000,0.000000,0.000000,0.000000
18,0.000000,0.000000,0.000000,0.000000,0.000000
19,0.000000,0.000000,0.000000,0.000000,0.000000
20,0.000000,0.000000,0.000000,0.000000,0.000000
21,0.000000,0.000000,0.000000,0.000000,0.000000
22,0.000000,0.000000,0.000000,0.000000,0.000000
23,0.000000,0.000000,0.000000,0.000000,0.000000
24,0.000000,0.000000,0.000000,0.000000,0.000000
25,0.000000,0.000000,0.000000,0.000000,0.000000
26,0.000000,0.000000,0.000000,0.000000,0.000000
27,0.000000,0.000000,0.000000,0.000000,0.000000
28,0.000000,0.000000,0.000000,0.000000,0.000000
29,0.000000,0.000000,0.000000,0.000000,0.000000
30,0.000000,0.000000,0.000000,0.000000,0.000000
31,0.000000,0.000000,0.000000,0.000000,0.000000
32,0.000000,0.000000,0.000000,0.000000,0.000000
33,0.000000,0.000000,0.000000,0.000000,0.000000
34,0.000000,0.000000,0.000000,0.000000,0.000000
35,0.000000,0.000000,0.000000,0.000000,0.000000
36,0.000000,0.000000,0.000000,0.000000,0.000000
37,0.000000,0.000000,0.000000,0.000000,0.000000
38,0.000000,0.000000,0.000000,0.000000,0.000000
39,0.000000,0.000000,0.000000,0.000000,0.000000
40,0.000000,0.000000,0.000000,0.000000,0.000000
41,0.000000,0.000000,0.000000,0.000000,0.000000
42,0.000000,0.000000,0.000000,0.000000,0.000000
43,0.000000,0.000000,0.000000,0.000000,0.000000
44,0.000000,0.000000,0.000000,0.000000,0.000000
45,0.000000,0.000000,0.000000,0.000000,0.000000
46,0.000000,0.000000,0.000000,0.000000,0.000000
47,0.000000,0.000000,0.000000,0.000000,0.000000
48,0.037037,0.037037,0.037037,0.000000,0.037037
49,0.029035,0.029435,0.028635,0.000000,0.037037
50,0.096836,0.097280,0.096393,0.000000,0.111111
51,0.112952,0.114054,0.111849,0.000001,0.111111
52,0.125586,0.127081,0.124090,0.000002,0.148148
53,0.135490,0.137283,0.133697,0.000003,0.148148
54,0.180292,0.182321,0.178262,0.000004,0.222222
55,0.215414,0.217929,0.212899,0.000006,0.222222
56,0.242948,0.245998,0.239898,0.000009,0.259259
57,0.301570,0.305121,0.298020,0.000013,0.333333
58,0.347527,0.351812,0.343242,0.000018,0.407407
59,0.420592,0.425630,0.415554,0.000025,0.518519
60,0.477872,0.483892,0.471851,0.000036,0.592593
61,0.522776,0.529771,0.515781,0.000049,0.629630
62,0.595016,0.602888,0.587144,0.000062,0.703704
63,0.651648,0.660559,0.642737,0.000079,0.740741
64,0.510860,0.520778,0.500942,0.000098,0.666667
65,0.400489,0.410024,0.390954,0.000091,0.666667
66,0.313964,0.322601,0.305326,0.000075,0.518519
67,0.246132,0.253706,0.238558,0.000057,0.518519
68,0.192955,0.199461,0.186449,0.000042,0.296296
69,0.151267,0.156778,0.145757,0.000030,0.259259
70,0.118586,0.123205,0.113967,0.000021,0.222222
71,0.092966,0.096807,0.089124,0.000015,0.185185
72,0.072881,0.076055,0.069706,0.000010,0.185185
73,0.057135,0.059745,0.054524,0.000007,0.185185
74,0.044791,0.046929,0.042653,0.000005,0.185185
75,0.035114,0.036858,0.033369,0.000003,0.037037
76,0.027527,0.028947,0.026108,0.000002,0.037037
77,0.021580,0.022732,0.020428,0.000001,0.037037
78,0.016918,0.017850,0.015985,0.000001,0.037037
79,0.013263,0.014016,0.012509,0.000001,0.037037
80,0.010397,0.011005,0.009789,0.000000,-0.000000
81,0.008151,0.008641,0.007661,0.000000,-0.000000
82,0.006390,0.006784,0.005996,0.000000,-0.000000
83,0.005009,0.005326,0.004693,0.000000,-0.000000
84,0.003927,0.004181,0.003673,0.000000,-0.000000
85,0.003079,0.003282,0.002875,0.000000,-0.000000
86,0.002414,0.002577,0.002250,0.000000,-0.000000
87,0.001892,0.002023,0.001762,0.000000,-0.000000
88,0.001483,0.001588,0.001379,0.000000,-0.000000
89,0.001163,0.001246,0.001079,0.000000,-0.000000
90,0.000912,0.000978,0.000845,0.000000,-0.000000
91,0.000715,0.000768,0.000662,0.000000,-0.000000
92,0.000560,0.000603,0.000518,0.000000,-0.000000
93,0.000439,0.000473,0.000405,0.000000,-0.000000
94,0.000344,0.000371,0.000317,0.000000,-0.000000
95,0.000270,0.000291,0.000249,0.000000,-0.000000
96,0.000212,0.000229,0.000195,0.000000,-0.000000
97,0.000166,0.000179,0.000152,0.000000,-0.000000
98,0.000130,0.000141,0.000119,0.000000,-0.000000
99,0.000102,0.000111,0.000093,0.000000,-0.000000
100,0.037117,0.037124,0.037110,0.000000,0.037037
101,0.066135,0.066536,0.065734,0.000000,0.074074
102,0.125921,0.126701,0.125140,0.000001,0.148148
103,0.209827,0.211318,0.208335,0.000002,0.222222
104,0.275605,0.278155,0.273054,0.000007,0.296296
105,0.475320,0.478906,0.471733,0.000013,0.518519
106,0.594849,0.600704,0.588995,0.000034,0.629630
107,0.614481,0.622377,0.606584,0.000062,0.703704
108,0.889130,0.898207,0.880053,0.000082,0.962963
